"oa11cd","lsoa11cd","sfbb_pc","ufbb_pc","nga_pc","no2m_pc","no5m_pc","no10m_pc","no30m_pc","meddown","avdown","mindown","maxdown","avdownl10","avdownbasic","avdownsfbb","avdownufbb","medup","avup","minup","maxup","avupl10","avupbasic","avupsfbb","avupufbb","numconnl2","numconn2t5","numconn5t10","numconn10t30","numconn30p","numconn300p","avdugb","avdul10","avdubasic","avdusfbb","avduufbb","num_pcs"
"E00054117","E01010729",91.8888888888889,0,91.8888888888889,0,0,1.66666666666667,8.11111111111111,31.6,42.3555555555556,2.91111111111111,131.555555555556,5.66666666666667,8.02222222222222,93.0555555555556,0,2.42222222222222,3.63333333333333,0.611111111111111,10.6666666666667,0.9,1.03333333333333,7.42222222222222,0,4,8,26,24,41,0,119.933333333333,77.3,73.0666666666667,196.6,0,9
"E00054118","E01010728",100,0,100,0,0,0,0,33.4428571428571,41.1142857142857,10.3,122.414285714286,4.27142857142857,14.9714285714286,70.8857142857143,0,2.08571428571429,2.7,0.771428571428571,8.28571428571429,0.457142857142857,1.08571428571429,4.51428571428571,0,0,1,6,36,47,0,175.471428571429,42.7714285714286,193.928571428571,144.085714285714,0,7
"E00054119","E01010729",84.625,0,86.125,0.75,1.5,1.5,15.375,32.35,44,5.2625,140.15,7.375,10.65,94.7,0,2.475,3.5875,0.6375,11.0625,0.85,0.925,7.225,0,1,3,23,44,45,0,138.9125,72.225,133.475,190.5125,0,8
"E00054120","E01010729",99.5,0,99.5,0,0,0,0.5,21.6,33.3666666666667,7.41666666666667,125.666666666667,5.81666666666667,15.85,65.4166666666667,0,1.51666666666667,2.6,0.733333333333333,9.61666666666667,0.75,1.33333333333333,5.01666666666667,0,1,0,9,55,38,0,186.033333333333,96.8,218.166666666667,169.116666666667,0,6
"E00054121","E01010728",99.5555555555556,0,99.5555555555556,0,0,0,0.444444444444444,30.7777777777778,45.9555555555555,6.85555555555556,133.333333333333,2.8,15.9666666666667,79.5555555555556,0,2.58888888888889,3.7,0.688888888888889,9.13333333333333,1.11111111111111,1.38888888888889,6.17777777777778,0,3,2,7,44,43,0,196.666666666667,26.1222222222222,145.533333333333,263.144444444444,0,9
"E00054122","E01010721",100,0,100,0,0,0,0,25.98,43.98,6.82,160.8,5.64,12.98,86.6,0,1.7,3.74,0.8,15.6,0.74,1.14,7.04,0,0,3,7,33,39,0,86.48,34.08,83.1,98.02,0,5
"E00054123","E01010721",100,0,100,0,0,0,0,32.8,48.9,5.36666666666667,184,7.9,11.3333333333333,83.1666666666667,0,1.76666666666667,3.9,0.466666666666667,12.8333333333333,0.9,0.966666666666667,6.83333333333333,0,0,0,21,32,58,0,117.166666666667,65.9333333333333,111.966666666667,128.6,0,3
"E00054124","E01010719",100,0,100,0,0,0,0,24.8,46.6142857142857,10.9428571428571,136,2.72857142857143,16.4,81.9714285714286,0,2.9,3.77142857142857,0.728571428571429,9.22857142857143,0.328571428571429,1.04285714285714,6.4,0,1,0,6,36,35,0,127.085714285714,33.5285714285714,136.814285714286,143.828571428571,0,7
"E00054125","E01010720",100,0,100,0,0,0,0,25.2,49.26,8.18,180,4.48,14,88.16,0,2.48,3.56,0.7,10.8,0.56,1.18,6.3,0,0,1,14,28,37,0,191.06,108.16,168.64,207.92,0,5
"E00054126","E01010720",100,0,100,0,0,0,0,37.9,47.5166666666667,7.96666666666667,158.333333333333,4.91666666666667,14.3833333333333,72.7333333333333,0,2.83333333333333,4.1,0.733333333333333,13.55,0.566666666666667,1.5,6.25,0,1,0,9,38,54,0,179.933333333333,98.0166666666667,231.566666666667,157,0,6
"E00054127","E01010739",100,0,100,0,0,0,0,35.6,46.6333333333333,3.96666666666667,184,7.33333333333333,9.36666666666667,80.0666666666667,0,2.26666666666667,3.33333333333333,0.633333333333333,14.6666666666667,0.933333333333333,0.966666666666667,5.46666666666667,0,1,1,24,11,39,0,194.133333333333,160.933333333333,160.366666666667,229.3,0,3
"E00054128","E01010730",39.6666666666667,0,44,0,0,0,60.4444444444444,13.6,18.9111111111111,6.67777777777778,54.7555555555556,6.53333333333333,12.4222222222222,27.3111111111111,0,1.08888888888889,1.3,0.655555555555556,3.4,0.788888888888889,0.988888888888889,1.56666666666667,0,2,3,21,38,18,0,136.877777777778,60.0777777777778,132.144444444444,52.2,0,9
"E00054129","E01010734",100,0,100,0,0,0,0,18.325,44.825,5.225,175,7.925,9.35,89.7,0,1.575,3.55,0.6,11.5,1,1,6.65,0,1,1,36,23,56,0,231.95,173.2,223.5,259.525,0,4
"E00054130","E01010733",100,0,100,0,0,0,0,15.7571428571429,24.3857142857143,3.07142857142857,80.2285714285714,6.95714285714286,8.1,44.6571428571429,0,1.42857142857143,1.8,0.5,4.74285714285714,1.01428571428571,1.01428571428571,2.71428571428571,0,2,4,57,11,45,0,171.1,152.914285714286,153.357142857143,187.042857142857,0,7
"E00054132","E01010736",99.5,0,99.5,0,0,0,0.5,30.8833333333333,36.1333333333333,8.63333333333333,111.666666666667,6.58333333333333,15.35,55.2666666666667,0,2.13333333333333,2.88333333333333,0.8,11.6666666666667,0.616666666666667,1.1,4.63333333333333,0,0,0,8,32,50,0,159.666666666667,106.516666666667,136.783333333333,175.333333333333,0,6
"E00054133","E01010732",77.7777777777778,0,77.7777777777778,0,0,0,22.2222222222222,30.5222222222222,29.4444444444444,4.31111111111111,65.0111111111111,5.77777777777778,11.5888888888889,43.9111111111111,0,1.95555555555556,2.22222222222222,0.733333333333333,6.08888888888889,0.811111111111111,1,3.24444444444444,0,2,3,17,39,28,0,208.855555555556,162.311111111111,188.355555555556,169.144444444444,0,9
"E00054134","E01010735",100,0,100,0,0,0,0,25.6,36.5,3.93333333333333,184,7.46666666666667,10.5666666666667,69,0,1.76666666666667,2.66666666666667,0.666666666666667,14.1333333333333,0.933333333333333,0.966666666666667,4.96666666666667,0,0,3,23,35,44,0,200.733333333333,133.133333333333,186.6,215.9,0,3
"E00054135","E01010735",100,0,100,0,0,0,0,17.54,35.52,8.76,130.84,4.76,13.54,83.2,0,1.26,2.58,0.82,10.76,0.58,1.06,6.16,0,0,0,12,41,28,0,277.24,125.8,256.24,383.98,0,5
"E00054136","E01010739",100,0,100,0,0,0,0,15.525,39.025,4.9,175,7.3,10.625,81.2,0,1.15,2.85,0.6,10.5,0.95,0.975,5.5,0,0,2,27,24,39,0,219.5,248.65,247.45,185.2,0,4
"E00054137","E01010736",97.1666666666667,0,100,0,0,0,2.83333333333333,27.5,33.2833333333333,5.7,105.216666666667,5.13333333333333,12.3166666666667,54.6166666666667,0,1.91666666666667,2.45,0.716666666666667,8.06666666666667,0.75,1.13333333333333,3.61666666666667,0,1,3,13,30,31,0,146.066666666667,160.75,161.45,143.233333333333,0,6
"E00054138","E01010732",99.3333333333333,0,99.3333333333333,0,0,0.666666666666667,0.666666666666667,32.4166666666667,39.475,9.20833333333333,103.35,4.625,12.0416666666667,61.9583333333333,0,2.06666666666667,2.825,0.85,8.49166666666667,0.558333333333333,1.09166666666667,4.25,0,0,3,25,37,64,0,229.741666666667,101.775,179.225,242.991666666667,0,12
"E00054139","E01010738",99.2,0,99.2,0,0,0,0.8,18.66,38.78,2.8,170,7,8.66,78.2,0,1.48,2.64,0.66,10.2,0.92,0.94,4.86,0,2,5,35,15,44,0,183.9,164.36,176.94,180.5,0,5
"E00054140","E01010736",100,0,100,0,0,0,0,38.1,39.9333333333333,11.9,85.3333333333333,5.05,9.46666666666667,56.7333333333333,0,2.48333333333333,2.76666666666667,1.11666666666667,6.66666666666667,0.6,0.816666666666667,3.9,0,1,0,14,18,55,0,223.416666666667,178.2,258.7,185.033333333333,0,6
"E00054141","E01010738",95.5,0,95.5,0,0,4.5,4.5,23.5166666666667,33.9166666666667,4.36666666666667,109,5,10,62.8,0,1.75,2.55,0.8,8.16666666666667,0.783333333333333,1.03333333333333,4.41666666666667,0,1,9,26,28,47,0,184.183333333333,125.6,151.35,216.183333333333,0,6
"E00054142","E01010737",100,0,100,0,0,0,0,26.5714285714286,37.8714285714286,5.81428571428571,114.857142857143,7.41428571428572,9.21428571428571,68.9857142857143,0,1.9,2.74285714285714,0.785714285714286,8.28571428571429,0.971428571428572,1.07142857142857,4.51428571428571,0,2,2,30,12,33,0,131.3,105.028571428571,120.328571428571,129.914285714286,0,7
"E00054143","E01010738",100,0,100,0,0,0,0,8.35,27.175,3.55,163,6.8,7.55,99.25,0,1.025,2,0.6,10.5,0.9,0.95,6.05,0,2,4,43,5,27,0,190.775,173.175,189.275,176.375,0,4
"E00054144","E01010735",100,0,100,0,0,0,0,21.0333333333333,29.9666666666667,4.7,91.5833333333333,5.88333333333333,13.7166666666667,51.2333333333333,0,1.28333333333333,2.33333333333333,0.6,9.85,0.8,0.966666666666667,4.75,0,3,1,9,49,43,0,258.283333333333,122.2,211.733333333333,295.05,0,6
"E00054145","E01010736",100,0,100,0,0,0,0,21.56,37.12,6.84,145,7.72,11.04,66.88,0,1.52,2.84,0.86,11.4,1.04,1.1,4.7,0,0,0,22,28,46,0,188.72,221.54,179.84,199.82,0,5
"E00054146","E01010739",100,0,100,0,0,0,0,28.8333333333333,39.8666666666667,2.93333333333333,160,4.83333333333333,13.5666666666667,76.1666666666667,0,1.8,3.8,0.666666666666667,14.6666666666667,0.7,0.966666666666667,7.5,0,0,3,6,27,25,0,234.9,106.7,138.5,306.866666666667,0,3
"E00054147","E01010739",100,0,100,0,0,0,0,15.8833333333333,32.8833333333333,4.58333333333333,117,7.36666666666667,9.76666666666667,67.8333333333333,0,1.15,2.26666666666667,0.683333333333333,7.5,0.983333333333333,1.01666666666667,4.36666666666667,0,1,2,27,20,34,0,190.033333333333,154.15,192.116666666667,198.95,0,6
"E00054148","E01010738",100,0,100,0,0,0,0,20.35,38.95,4.45,180,7.5,11.35,77.75,0,1.5,2.75,0.65,12,0.925,1.05,5.05,0,1,2,24,29,48,0,183.65,185.725,181.1,184.225,0,4
"E00054149","E01010737",100,0,100,0,0,0,0,24.5,35.22,5.26,130.4,6.46,9.38,67.42,0,1.76,2.46,0.82,8.4,0.94,1,4.28,0,0,2,26,16,44,0,150.34,121.4,153.36,143.84,0,5
"E00054150","E01010739",100,0,100,0,0,0,0,18.325,32.225,5.95,106.1,6.9375,9.0375,73.925,0,1.2625,3,0.8625,9.875,1.0125,1.0625,7.025,0,0,2,23,17,24,0,131.4,37.9375,93.475,214.3625,0,8
"E00054151","E01010740",94.6666666666667,0,94.6666666666667,0,0,5.33333333333333,5.33333333333333,24.6833333333333,34.5666666666667,5.41666666666667,100.666666666667,5.93333333333333,9.78333333333333,66.6333333333333,0,2.05,2.63333333333333,0.766666666666667,7.76666666666667,0.833333333333333,1.26666666666667,4.38333333333333,0,1,3,23,11,31,0,158.3,107.033333333333,144.783333333333,145.133333333333,0,6
"E00054152","E01010740",100,0,100,0,0,0,0,18.45,30.4666666666667,5.06666666666667,100,7.51666666666667,9.55,58.5666666666667,0,1.51666666666667,2.2,0.65,6.3,0.933333333333333,1.16666666666667,3.53333333333333,0,0,6,31,17,42,0,144.816666666667,121.45,145.066666666667,119.266666666667,0,6
"E00054153","E01010737",99.5,0,99.5,0,0,0.5,0.5,28.0166666666667,30.6333333333333,6.1,79.9666666666667,7.4,8.5,57.4166666666667,0,1.96666666666667,2.21666666666667,0.683333333333333,6.83333333333333,0.8,1,3.68333333333333,0,0,1,34,11,42,0,160.966666666667,73.5666666666667,123.166666666667,238.8,0,6
"E00054154","E01010740",100,0,100,0,0,0,0,29.4,40.9,3.72,150.4,7.56,8.1,73.58,0,2.06,3.04,0.76,9.84,0.98,1,5.12,0,1,3,32,6,46,0,264.7,219.76,238.88,300.2,0,5
"E00054155","E01010740",100,0,100,0,0,0,0,25.7,37.2333333333333,5.8,117.383333333333,7.75,9.95,71.3833333333333,0,1.75,2.53333333333333,0.566666666666667,7.85,0.85,0.916666666666667,4.33333333333333,0,0,3,20,24,39,0,168.233333333333,117.1,165.866666666667,168.4,0,6
"E00054156","E01010730",66.625,0,66.625,0,0,0,33.375,28.9625,28.9625,8.8625,59.425,3.825,17.7125,25.5875,0,1.55,2.3875,0.7,5.875,0.4875,0.9875,3.7625,0,0,3,5,38,27,0,88.3625,68.75,72.3375,60.925,0,8
"E00054158","E01010730",100,0,100,0,0,0,0,22.225,33.35,11,100,4.35,19.4,69.425,0,1.225,2.075,0.65,6.725,0.25,1.125,4.75,0,0,0,2,28,12,0,147.8,8.525,168.225,104.775,0,4
"E00054160","E01010730",100,0,100,0,0,0,0,25.975,40.025,13.9,143,2,18.275,67.9,0,1.675,3.35,0.825,12.3,0.175,1.05,7.6,0,0,0,3,26,23,0,231.75,33.125,187.25,306.55,0,4
"E00054161","E01010730",100,0,100,0,0,0,0,25.55,36.05,9.3,120.225,4.15,16.85,61.05,0,1.575,2.825,0.65,12.9,0.475,1,8.15,0,0,2,4,30,25,0,89.075,11.025,108.55,100.375,0,4
"E00054162","E01010733",100,0,100,0,0,0,0,34.4555555555556,38.8444444444444,10.7,87.4222222222222,5.07777777777778,17.0111111111111,58.0666666666667,0,2.08888888888889,3.06666666666667,0.811111111111111,8.51111111111111,1,1.31111111111111,4.86666666666667,0,0,1,8,46,69,0,237.066666666667,34.3555555555556,221.522222222222,262.866666666667,0,9
"E00054163","E01010736",95.2857142857143,0,99.1428571428571,0,0,0,4.71428571428571,34.8428571428571,40.0714285714286,8.78571428571429,131.214285714286,6.75714285714286,13.7142857142857,67.1857142857143,0,2.31428571428571,3.31428571428571,0.785714285714286,12.7,0.671428571428571,1.05714285714286,7.57142857142857,0,0,2,15,37,59,0,144.542857142857,97.6571428571429,218.7,136.428571428571,0,7
"E00054164","E01010733",80,0,80,0,0,0,20,28.26,33.44,7.96,83.34,4.24,14.42,50.1,0,1.74,2.44,0.62,7.66,0.5,0.94,5.1,0,1,0,6,29,17,0,186.12,49.86,209.48,240.56,0,5
"E00054165","E01010730",100,0,100,0,0,0,0,26.2,41.92,6.78,112.4,2.14,18.6,72.02,0,1.44,2.64,0.5,7.2,0.18,1.04,4.72,0,1,1,1,37,27,0,150.22,35.04,153.62,141.82,0,5
"E00054166","E01010734",100,0,100,0,0,0,0,35.175,47,4.7,188,7.025,7.8,76.025,0,2.275,3.6,0.725,14,0.95,1,5.65,0,2,1,27,10,56,0,264.25,315.625,318.4,219.75,0,4
"E00054167","E01010731",99.5,0,99.5,0,0,0,0.5,15.95,33.075,5.925,113,8.275,11.825,69.925,0,1.2,2.3,0.725,7.5,1.15,1.075,4.4,0,1,1,26,32,37,0,110.825,117.1,121.1,93.75,0,4
"E00054168","E01010732",100,0,100,0,0,0,0,31.0333333333333,41.1333333333333,7.5,150.666666666667,1.4,17.7,70.2333333333333,0,1.86666666666667,3,0.766666666666667,17.3333333333333,0.3,1.13333333333333,5.43333333333333,0,1,0,1,33,30,0,201.833333333333,48.2,217.1,204.166666666667,0,3
"E00054169","E01010735",100,0,100,0,0,0,0,28.85,48.5,5.9,168,7.9,9.25,83.925,0,1.95,3.375,0.775,12,0.95,0.975,5.5,0,0,2,28,11,42,0,214.2,212.05,201.85,233.75,0,4
"E00054170","E01010734",100,0,100,0,0,0,0,32.75,54.725,3.9,163,7.15,7.875,91.5,0,2.525,3.775,0.7,10.5,0.975,0.975,6.05,0,0,5,24,6,49,0,155.975,171.85,154.775,149.8,0,4
"E00054171","E01010734",90.5,0,90.5,0,0,9.5,9.5,29.5666666666667,41.1166666666667,4.93333333333333,133.433333333333,7.06666666666667,7.21666666666667,72.1,0,2.01666666666667,3.13333333333333,0.666666666666667,9.85,0.883333333333333,0.9,6.05,0,0,4,34,1,31,0,220.316666666667,167.65,170.766666666667,273.416666666667,0,6
"E00054172","E01010733",100,0,100,0,0,0,0,31.6,37,8.3,98,5.22222222222222,12,59.4222222222222,0,2.15555555555556,2.6,0.833333333333333,7.77777777777778,0.633333333333333,1.04444444444444,3.97777777777778,0,0,5,23,39,57,0,220.844444444444,172.522222222222,324.888888888889,165.777777777778,0,9
"E00054173","E01010737",100,0,100,0,0,0,0,38.5428571428571,33.9428571428571,5.35714285714286,80.9857142857143,6.61428571428571,7.71428571428571,54.9714285714286,0,2.45714285714286,2.78571428571429,1.11428571428571,7.28571428571429,0.785714285714286,0.842857142857143,4.12857142857143,0,0,3,23,6,39,0,215.485714285714,172.285714285714,179.371428571429,246.471428571429,0,7
"E00054174","E01010747",100,0,100,0,0,0,0,37.3833333333333,48.0333333333333,11.7666666666667,133.333333333333,4.58333333333333,7.85,64.8166666666667,0,2.96666666666667,3.75,1.08333333333333,9.33333333333333,0.733333333333333,1.28333333333333,4.95,0,0,8,23,5,70,0,178.3,111.95,138.083333333333,192.983333333333,0,6
"E00054175","E01010749",100,0,100,0,0,0,0,42.5833333333333,50.3333333333333,6.05,134.066666666667,7.08333333333333,8.13333333333333,84.7333333333333,0,3.86666666666667,5.23333333333333,0.783333333333333,12.6666666666667,0.983333333333333,0.983333333333333,9.43333333333333,0,0,0,26,2,45,0,106.716666666667,105.833333333333,103.8,113.133333333333,0,6
"E00054176","E01010748",100,0,100,0,0,0,0,16.3,38.925,4.6125,137.75,7.0375,9.2875,84.4375,0,1.2125,2.675,0.7125,8.625,0.8625,0.95,5.3125,0,2,3,32,26,41,0,184.6125,214.6,230.875,142.975,0,8
"E00054177","E01010741",100,0,100,0,0,0,0,36.2,53.3142857142857,5.01428571428571,172,6.61428571428571,10.9571428571429,80.1285714285714,0,2.9,4.21428571428571,0.685714285714286,11.1428571428571,1.14285714285714,1.44285714285714,6.1,0,1,4,17,24,66,0,128.4,84.2857142857143,102.042857142857,131.242857142857,0,7
"E00054178","E01010750",100,0,100,0,0,0,0,24.075,40.075,4.875,138,3.475,14.45,68.5,0,1.65,3.525,0.575,15.15,0.5,0.95,6.8,0,1,4,4,49,48,0,172.4,97.075,167.1,186.075,0,4
"E00054179","E01010751",100,0,100,0,0,0,0,44.375,54.3,8.125,150,6.05,14,84.7,0,3.175,4.275,0.8,12.3,0.65,1.225,6.85,0,0,0,6,34,52,0,130.175,182.375,173.3,88.6,0,4
"E00054180","E01010743",100,0,100,0,0,0,0,31.4,32.98,4.54,77.9,5.52,8.08,52.22,0,2.58,3.08,1.18,7.08,0.72,0.78,4.66,0,0,6,9,3,21,0,155.78,138.58,112.36,245.18,0,5
"E00054181","E01010748",100,0,100,0,0,0,0,18.4571428571429,28.9571428571429,2.82857142857143,95.0285714285714,4.92857142857143,6.17142857142857,65.1142857142857,0,1.61428571428571,2.7,0.5,9.77142857142857,0.728571428571429,0.8,6.48571428571429,0,6,26,35,9,22,0,122.314285714286,89.1142857142857,91.3285714285714,201.385714285714,0,7
"E00054182","E01010747",100,0,100,0,0,0,0,25.6714285714286,49.6285714285714,2.9,151.657142857143,4.94285714285714,4.94285714285714,93.4285714285714,0,1.85714285714286,3.9,0.557142857142857,12.7285714285714,0.714285714285714,0.714285714285714,7.51428571428571,0,4,24,36,0,35,0,165.9,108.985714285714,108.985714285714,205.171428571429,0,7
"E00054183","E01010749",100,0,100,0,0,0,0,27.1666666666667,43.5222222222222,3.76666666666667,140.811111111111,5.63333333333333,7.17777777777778,78.9888888888889,0,3.08888888888889,4.51111111111111,0.6,12.7777777777778,0.944444444444444,1.35555555555556,7.95555555555555,0,2,11,25,9,46,0,72.6444444444444,54.6333333333333,54.5,96.1777777777778,0,9
"E00054184","E01010747",100,0,100,0,0,0,0,15.275,18,2.025,63.55,4.35,4.35,31,0,1.325,1.45,0.5,3.725,0.75,0.75,1.25,0,2,26,14,0,11,0,45.475,31.925,31.925,45.475,0,4
"E00054185","E01010746",100,0,100,0,0,0,0,39.8333333333333,46.85,1.65,142,2.73333333333333,3.7,69.7,0,2.71666666666667,4.38333333333333,0.45,13.5,0.65,0.666666666666667,6.81666666666667,0,8,24,3,2,69,0,140.966666666667,48,44.45,174.716666666667,0,6
"E00054186","E01010749",100,0,100,0,0,0,0,37.675,43.25,4.8125,135.725,6.6625,7.475,68.9875,0,2.775,4.8625,0.675,13.4375,0.8875,0.9125,8.4,0,1,11,28,3,59,0,132.2125,110.9,116.8875,168.35,0,8
"E00054187","E01010749",100,0,100,0,0,0,0,31.6454545454545,43.0272727272727,4.85454545454546,121.781818181818,5.60909090909091,6.02727272727273,80.8272727272727,0,2.10909090909091,3.93636363636364,0.736363636363636,11.0272727272727,0.854545454545455,0.854545454545455,7.20909090909091,0,0,8,27,3,43,0,118.790909090909,103.327272727273,99.6272727272727,139.645454545455,0,11
"E00054188","E01010741",100,0,100,0,0,0,0,42.2888888888889,50.8888888888889,7.11111111111111,136.077777777778,6.13333333333333,8.87777777777778,83.8333333333333,0,3.48888888888889,4.38888888888889,0.844444444444444,11.8,0.811111111111111,0.933333333333333,7.44444444444444,0,1,2,32,10,46,0,121.566666666667,59.3777777777778,62.8888888888889,222.622222222222,0,9
"E00054189","E01010749",100,0,100,0,0,0,0,30.7857142857143,47.6571428571429,2.68571428571429,157.428571428571,4.14285714285714,4.9,80.6142857142857,0,2.07142857142857,3.84285714285714,0.571428571428571,12.1857142857143,0.742857142857143,0.971428571428572,5.97142857142857,0,3,18,20,2,57,0,214.985714285714,224.171428571429,237.385714285714,207.071428571429,0,7
"E00054190","E01010748",100,0,100,0,0,0,0,29.3,50.5875,3.9625,156.875,5.7625,6.525,101.25,0,3.425,4.2625,0.625,10.9875,0.825,1.0875,8.075,0,0,10,26,2,38,0,176.45,230.75,233.375,99.4625,0,8
"E00054191","E01010750",100,0,100,0,0,0,0,28.3571428571429,42.1142857142857,8.05714285714286,133.471428571429,4.88571428571429,13.7714285714286,73.5857142857143,0,2.15714285714286,3.75714285714286,0.8,10.9714285714286,0.628571428571429,1.54285714285714,5.77142857142857,0,0,4,29,32,50,0,117.8,66.7571428571429,132.457142857143,75.4285714285714,0,7
"E00054192","E01010748",100,0,100,0,0,0,0,33.27,49.26,3.63,150.4,5.47,5.47,81.22,0,3.16,4.28,0.76,11.2,0.86,0.86,6.86,0,2,12,29,0,60,0,238.26,184.68,184.68,297.52,0,10
"E00054193","E01010748",100,0,100,0,0,0,0,23.85,40.4,6.75,126.725,5.825,11.2,72.375,0,2.025,3.35,0.825,10,0.675,1.475,6.65,0,1,2,16,24,29,0,108.1,31.775,78.525,122.425,0,4
"E00054194","E01010741",100,0,100,0,0,0,0,21.0636363636364,36.5818181818182,6.58181818181818,116.727272727273,6.34545454545454,10.1545454545455,71.2090909090909,0,2.22727272727273,3.6,0.709090909090909,9.19090909090909,0.709090909090909,0.918181818181818,7.12727272727273,0,0,10,26,17,40,0,122.072727272727,91.8454545454546,103.981818181818,113.845454545455,0,11
"E00054195","E01010746",85.7142857142857,0,85.7142857142857,0,0,0,14.2857142857143,30.0857142857143,46.8714285714286,7.02857142857143,152.971428571429,6.4,10.3428571428571,73.9857142857143,0,2.12857142857143,3.92857142857143,0.771428571428571,10.4714285714286,0.785714285714286,0.985714285714286,6.17142857142857,0,0,3,23,30,56,0,68.3714285714286,51.8714285714286,57.2285714285714,70.3714285714286,0,7
"E00054196","E01010746",95,0,100,0,0,0,5,30.5454545454545,42.5818181818182,3.71818181818182,122.809090909091,5.15454545454546,9.17272727272727,77.5272727272727,0,2.9,3.25454545454545,0.609090909090909,8.17272727272727,0.818181818181818,1.49090909090909,4.82727272727273,0,4,19,23,16,44,0,131.981818181818,96.1090909090909,119.863636363636,128.118181818182,0,11
"E00054197","E01010751",100,0,100,0,0,0,0,26.86,39.92,4.48,140,6,12.36,74.64,0,1.84,2.74,0.52,8.4,0.68,0.94,4.94,0,1,2,12,39,46,0,72,50.78,70.48,74.38,0,5
"E00054198","E01010750",91,0,91,0,0,0,9,25.3666666666667,35.6333333333333,9.25333333333333,92.96,4.20666666666667,13.4533333333333,61.0733333333333,0,2.24,3.26,1.11333333333333,8.2,0.54,2.24666666666667,5.1,0,2,1,25,46,43,0,105.586666666667,18.1133333333333,85.78,110.14,0,15
"E00054199","E01010751",100,0,100,0,0,0,0,34.8833333333333,59.1333333333333,10.6,183.333333333333,5.56666666666667,14.4333333333333,87,0,2.53333333333333,4.63333333333333,0.85,11.9333333333333,0.666666666666667,1.01666666666667,7.26666666666667,0,0,0,6,38,61,0,149.3,16.15,111.266666666667,134.25,0,6
"E00054200","E01010750",97,0,97,0,0,0,3.25,38.55,52.975,10.5,163,3.95,15.2,84.35,0,1.95,3.575,0.8,10.5,0.425,1,5.85,0,0,0,4,44,57,0,122.725,69.4,77.025,162.5,0,4
"E00054201","E01010746",100,0,100,0,0,0,0,44.2857142857143,52.5857142857143,5.08571428571429,165.714285714286,6.55714285714286,8.5,79.6142857142857,0,2.5,3.8,0.757142857142857,11.5571428571429,0.971428571428572,0.985714285714286,5.65714285714286,0,0,4,26,21,70,0,100.3,116.471428571429,87.5142857142857,105.371428571429,0,7
"E00054202","E01010741",100,0,100,0,0,0,0,46.47,59.01,15.15,141.6,2.17,15.14,87.04,0,3.36,4.7,1.42,12,0.26,0.97,6.8,0,0,0,3,24,42,0,151.39,3.8,100.57,161.99,0,10
"E00054203","E01010751",97,0,100,0,0,0,3,32.36,49.44,8.24,161.38,3.5,16.76,84.44,0,2,3.52,0.7,11.6,0.44,1.54,5.84,0,1,1,5,37,39,0,101.1,15.54,97.1,100.96,0,5
"E00054204","E01010750",100,0,100,0,0,0,0,42.2,53.8222222222222,5.58888888888889,148.422222222222,6.03333333333333,8.81111111111111,86.5777777777778,0,2.67777777777778,4.02222222222222,0.788888888888889,10.9222222222222,0.866666666666667,1.01111111111111,6.36666666666667,0,0,4,24,16,60,0,113.333333333333,71.1,108.288888888889,114.266666666667,0,9
"E00054205","E01010741",100,0,100,0,0,0,0,38.1,49.825,19.1125,126.5,1.9625,16.2625,73.0125,0,2.1375,3.275,1.0875,9.375,0.2,0.9125,5.0125,0,0,0,5,35,45,0,98.775,28.9875,167.8,76.15,0,8
"E00054206","E01010751",100,0,100,0,0,0,0,27.84,42.46,7.58,163.76,5.28,15.4,85.02,0,1.88,3.64,0.58,12.46,0.64,1.02,8.82,0,1,1,7,36,28,0,152.02,38.64,109.12,174.7,0,5
"E00054207","E01010742",100,0,100,0,0,0,0,42.7,37.25,3.46666666666667,91.6666666666667,5.1,5.48333333333333,60.9166666666667,0,2.65,2.5,0.65,5.5,0.866666666666667,0.866666666666667,3.66666666666667,0,1,7,18,2,37,0,152.95,129.016666666667,121.033333333333,193.583333333333,0,6
"E00054209","E01010744",100,0,100,0,0,0,0,9.9,26.95,3.35,112.5,7.05,7.85,62.125,0,1.075,2.15,0.625,8.075,0.95,0.975,4.225,0,1,5,43,13,37,0,187.45,180.25,189.275,184.55,0,4
"E00054210","E01010744",100,0,100,0,0,0,0,21.4,36.7571428571429,4.01428571428571,157.142857142857,6.81428571428571,7.45714285714286,83.4285714285714,0,1.58571428571429,2.8,0.628571428571429,11.2428571428571,0.928571428571429,1,6.18571428571429,0,1,9,53,8,48,0,218.085714285714,202.514285714286,198.128571428571,326.342857142857,0,7
"E00054211","E01010744",100,0,100,0,0,0,0,12.7,30.15,3.7,100,7.45,9.05,58.5,0,1.2,2.3,0.6,10,0.95,0.95,4.1,0,0,5,26,10,31,0,172.25,156.05,164.1,182.35,0,2
"E00054212","E01010742",100,0,100,0,0,0,0,29.5555555555556,39.8666666666667,3.25555555555556,119.111111111111,4.86666666666667,5.78888888888889,70.8222222222222,0,2.43333333333333,3.14444444444444,0.555555555555556,9.61111111111111,0.744444444444444,0.877777777777778,5.17777777777778,0,2,24,30,2,64,0,205.222222222222,188.566666666667,181.966666666667,215.422222222222,0,9
