"oa11cd","lsoa11cd","sfbb_pc","ufbb_pc","nga_pc","no2m_pc","no5m_pc","no10m_pc","no30m_pc","meddown","avdown","mindown","maxdown","avdownl10","avdownbasic","avdownsfbb","avdownufbb","medup","avup","minup","maxup","avupl10","avupbasic","avupsfbb","avupufbb","numconnl2","numconn2t5","numconn5t10","numconn10t30","numconn30p","numconn300p","avdugb","avdul10","avdubasic","avdusfbb","avduufbb","num_pcs"
"E00053363","E01010569",79.8333333333333,0,79.8333333333333,0,0,20.1666666666667,20.1666666666667,25.8666666666667,35.9,2.43333333333333,114.6,5.35,5.88333333333333,66.15,0,1.75,3.01666666666667,0.466666666666667,11.1833333333333,0.75,0.766666666666667,5.8,0,3,13,42,2,41,0,108.233333333333,103.016666666667,100.433333333333,106.5,0,6
"E00053364","E01010574",100,0,100,0,0,0,0,29.4833333333333,47.0333333333333,2.85,159.15,5.18333333333333,6.75,88.15,0,2.55,3.7,0.416666666666667,10.85,0.683333333333333,0.75,7.91666666666667,0,4,15,13,4,42,0,61.85,23.5333333333333,25.7,86.35,0,6
"E00053365","E01010568",100,0,100,0,0,0,0,37.3142857142857,51.5142857142857,6.3,140.228571428571,4.7,9.41428571428571,77.4857142857143,0,3.24285714285714,5.05714285714286,0.8,12.5,0.685714285714286,1.05714285714286,8.05714285714286,0,0,12,22,7,59,0,97.8428571428571,36.4285714285714,34.1714285714286,143.057142857143,0,7
"E00053366","E01010577",100,0,100,0,0,0,0,36.8,45.68,7.74,109.55,5.27,6.03,64.69,0,2.77,5.3,1.54,12.44,0.74,0.76,8.13,0,2,11,21,3,74,0,124.86,85.13,85.5,145.39,0,10
"E00053367","E01010568",92.6,0,100,0,0,0,7.4,30.86,42.3,1.34,152,4.62,7.36,78.66,0,2.16,3.26,0.52,10.8,0.88,1.3,4.66,0,4,13,16,6,39,0,102.38,38.14,39.32,210.94,0,5
"E00053368","E01010568",100,0,100,0,0,0,0,33.6571428571429,40.6857142857143,4.64285714285714,140.242857142857,7.24285714285714,7.91428571428571,73.9857142857143,0,2.32857142857143,3.95714285714286,1,11.7571428571429,0.8,0.914285714285714,7.35714285714286,0,0,7,36,7,52,0,153.1,134.128571428571,158.514285714286,127.871428571429,0,7
"E00053369","E01010572",100,0,100,0,0,0,0,48.68,55.38,4.68,160.8,6.14,7.54,82.68,0,3.6,4.86,0.64,11.6,0.88,0.88,7.14,0,0,6,22,5,64,0,119.32,86.58,81.24,134.92,0,5
"E00053370","E01010570",100,0,100,0,0,0,0,35.1,38.9333333333333,7.13333333333333,87.8,2.76666666666667,4.41666666666667,60.4333333333333,0,4.25,5.31666666666667,0.833333333333333,12.6333333333333,0.533333333333333,0.833333333333333,9.26666666666667,0,8,32,3,5,72,0,111.8,35.0166666666667,58.95,155.516666666667,0,6
"E00053371","E01010572",100,0,100,0,0,0,0,43,51.88,3.6,160.8,6.76,9,74.16,0,2.72,4.14,0.58,13.2,0.84,0.94,5.92,0,2,3,17,11,68,0,96.16,88.98,97.8,94.04,0,5
"E00053372","E01010572",100,0,100,0,0,0,0,47.9,54.3,3.43333333333333,184,5.26666666666667,7.4,77.9333333333333,0,3,4.3,0.533333333333333,12,0.833333333333333,0.866666666666667,6.13333333333333,0,0,12,16,6,66,0,97.7333333333333,103.633333333333,90.8,101.566666666667,0,3
"E00053373","E01010570",100,0,100,0,0,0,0,43.1769230769231,49.3230769230769,4.44615384615385,133.453846153846,5.33846153846154,6.63076923076923,69.1076923076923,0,4.8,5.67692307692308,0.623076923076923,13.4615384615385,0.761538461538462,0.961538461538462,8.09230769230769,0,2,19,20,3,89,0,116.792307692308,90.2923076923077,90.9153846153846,144.246153846154,0,13
"E00053374","E01010572",100,0,100,0,0,0,0,33.1142857142857,42.3714285714286,2.58571428571429,130.571428571429,5.34285714285714,5.87142857142857,71.2857142857143,0,2.41428571428571,3.55714285714286,0.557142857142857,11.0571428571429,0.828571428571429,0.842857142857143,5.7,0,4,12,28,3,60,0,89.3,62.7,61.2,103.742857142857,0,7
"E00053375","E01010572",100,0,100,0,0,0,0,36.62,42.62,5.18,114.34,5.68,9.84,66.28,0,3.32,4.2,0.62,13.72,0.72,1.04,6.62,0,1,2,22,16,49,0,111.94,56.38,70.22,138.36,0,5
"E00053376","E01010570",100,0,100,0,0,0,0,36.1428571428571,37.4,2.75714285714286,101.371428571429,3.68571428571429,8.65714285714286,52.2857142857143,0,4.15714285714286,5.34285714285714,0.628571428571428,12.1571428571429,0.814285714285714,2.01428571428571,8.67142857142857,0,2,16,10,11,78,0,108.457142857143,29.9571428571429,42.0571428571429,140.4,0,7
"E00053377","E01010569",100,0,100,0,0,0,0,38.9666666666667,52.8333333333333,5.13333333333333,161.3,6.08333333333333,10.7,80.3833333333333,0,4.23333333333333,5.06666666666667,0.733333333333333,12.4166666666667,0.866666666666667,1.85,7.36666666666667,0,0,3,22,11,52,0,133.316666666667,65.9333333333333,76.6333333333333,174.916666666667,0,6
"E00053378","E01010571",100,0,100,0,0,0,0,29.5,46.7833333333333,5.03333333333333,141.666666666667,6.33333333333333,10.5833333333333,106.333333333333,0,2.78333333333333,3.73333333333333,0.7,8.95,0.85,1.53333333333333,7.2,0,0,5,9,23,41,0,166.233333333333,164.85,189.2,152.016666666667,0,6
"E00053379","E01010569",90.8888888888889,0,90.8888888888889,0,0,9.11111111111111,9.11111111111111,45.4888888888889,54.9222222222222,10.0888888888889,122.988888888889,5.93333333333333,7.03333333333333,77.8222222222222,0,4.14444444444444,4.26666666666667,1.05555555555556,8.91111111111111,0.811111111111111,0.855555555555556,5.97777777777778,0,1,3,21,4,41,0,105.244444444444,67.1888888888889,71.7111111111111,104.555555555556,0,9
"E00053380","E01010571",100,0,100,0,0,0,0,29.7142857142857,40.9142857142857,6.58571428571429,114.571428571429,6.07142857142857,10.5142857142857,69.0142857142857,0,2.78571428571429,4.01428571428571,0.714285714285714,11.4714285714286,0.671428571428571,0.942857142857143,7.07142857142857,0,1,1,14,25,44,0,114.628571428571,62.8857142857143,115.757142857143,88.1142857142857,0,7
"E00053381","E01010571",100,0,100,0,0,0,0,30.4333333333333,41.6333333333333,3.83333333333333,150,6.3,9.86666666666667,71.2,0,3.4,3.9,0.633333333333333,10.7333333333333,0.9,2.23333333333333,5.56666666666667,0,3,12,17,12,51,0,125.2,115.133333333333,117.066666666667,132.033333333333,0,3
"E00053382","E01010571",82.5,0,82.5,0,0,12.5,17.5,23.52,33.18,6.29,97.51,6.37,11.17,61.98,0,1.75,3.27,0.59,10.5,0.77,0.91,6.67,0,0,7,25,79,67,0,131.66,92.75,123.54,109.56,0,10
"E00053383","E01010569",100,0,100,0,0,0,0,39.36,48.66,8.5,140.58,5.98,12.46,68.04,0,2.9,4.26,0.78,10.92,0.78,0.94,6.46,0,0,0,12,15,52,0,99.46,53.42,98.3,112.26,0,5
"E00053384","E01010571",100,0,100,0,0,0,0,29.02,38.36,5.64,138.32,7.46,12.04,64.02,0,2.4,3.02,0.68,9.88,0.84,1.08,5.2,0,1,3,21,36,42,0,92.16,66.34,80.14,105.38,0,5
"E00053385","E01010571",96.9,0,96.9,0,0,0,3.1,39.98,45.94,8.69,106.1,5.17,13.53,66.81,0,2.56,3.69,0.83,9.88,0.59,1.14,5.71,0,0,1,9,27,43,0,111.9,31.7,132.88,95.76,0,10
"E00053386","E01010569",100,0,100,0,0,0,0,37.2285714285714,42.1714285714286,5.3,118.942857142857,7.14285714285714,8.78571428571429,65.8857142857143,0,3.58571428571429,4.74285714285714,0.685714285714286,12.1428571428571,0.985714285714286,0.985714285714286,7,0,0,3,25,13,63,0,164.285714285714,112.285714285714,170.757142857143,140.442857142857,0,7
"E00053387","E01010573",100,0,100,0,0,0,0,38.9666666666667,48.35,1.96666666666667,158.6,2.91666666666667,9.51666666666667,75.5166666666667,0,4.51666666666667,5,0.533333333333333,12.05,0.666666666666667,1.66666666666667,7.25,0,11,14,4,16,64,0,69.1,36.2166666666667,38.8833333333333,91.8833333333333,0,6
"E00053388","E01010575",100,0,100,0,0,0,0,49.3333333333333,60.8666666666667,10.0888888888889,150.888888888889,1.94444444444444,5.76666666666667,76.5888888888889,0,6.28888888888889,6,0.966666666666667,12.0111111111111,0.522222222222222,0.944444444444444,7.35555555555556,0,6,13,1,7,73,0,64.4333333333333,27.5444444444444,21.8888888888889,82.4111111111111,0,9
"E00053389","E01010575",100,0,100,0,0,0,0,18.15,36.775,2.475,126.725,4.8,6.3,69.275,0,1.95,3.925,0.4,13,0.725,1.35,7.075,0,4,25,16,7,55,0,76.05,56.825,62.7,85.475,0,4
"E00053390","E01010576",80,0,100,0,0,0,20,29.8,35.12,1.8,124.66,4.62,7.04,52.92,0,2.78,3.78,0.46,11.08,0.78,1.08,5.38,0,4,24,16,12,55,0,123.26,45.08,53.82,150.62,0,5
"E00053391","E01010575",100,0,100,0,0,0,0,25.84,45.64,2.12,180.8,4.18,4.8,83.16,0,2,4.16,0.4,13.6,0.72,0.78,7.32,0,4,28,16,2,53,0,62.8,56.96,57.96,70.84,0,5
"E00053392","E01010575",100,0,100,0,0,0,0,48.8777777777778,47.8555555555556,3.16666666666667,126.077777777778,3.82222222222222,4,66.8111111111111,0,4.05555555555556,4.18888888888889,0.5,11.1111111111111,0.666666666666667,0.755555555555556,5.94444444444444,0,2,20,11,1,67,0,104.588888888889,137.688888888889,138.722222222222,93.1666666666667,0,9
"E00053393","E01010575",100,0,100,0,0,0,0,44.1333333333333,58.1,1.86666666666667,192,3,3.66666666666667,83.3833333333333,0,4.78333333333333,5.06666666666667,0.5,12,0.65,0.666666666666667,7.23333333333333,0,6,19,8,2,63,0,113.133333333333,44.8,46.6166666666667,140.25,0,6
"E00053394","E01010574",100,0,100,0,0,0,0,50.0666666666667,56.1666666666667,3.7,143.666666666667,4.31666666666667,5.26666666666667,78.1666666666667,0,4.33333333333333,5.28333333333333,0.95,10.2833333333333,0.616666666666667,0.633333333333333,6.9,0,1,14,13,3,74,0,94.6666666666667,53.4666666666667,51.45,123.15,0,6
"E00053395","E01010574",100,0,100,0,0,0,0,34.0636363636364,47.9545454545455,4.4,130.863636363636,3.78181818181818,8.80909090909091,73.7090909090909,0,4.08181818181818,5.08181818181818,1.05454545454545,11.3727272727273,0.709090909090909,1.49090909090909,7.79090909090909,0,3,19,8,10,67,0,101.318181818182,86.1,80.7272727272727,110.654545454545,0,11
"E00053396","E01010576",84.8571428571429,0,100,0,0,0,15.1428571428571,24.2857142857143,29.7571428571429,1.71428571428571,97.6571428571429,4.04285714285714,5.22857142857143,46.7857142857143,0,3.84285714285714,4.12857142857143,0.414285714285714,10.7571428571429,0.7,0.828571428571429,6.62857142857143,0,8,22,22,4,57,0,104.6,68,71.2,118.385714285714,0,7
"E00053397","E01010575",100,0,100,0,0,0,0,25.075,31.7125,3.4125,100.4375,5.2375,5.825,57.6875,0,1.3875,3.1,0.4,12.25,0.7,0.7125,7.8625,0,3,26,34,3,59,0,59.3875,48.3125,48.275,66.95,0,8
"E00053398","E01010574",100,0,100,0,0,0,0,21.4285714285714,29.9714285714286,3.07142857142857,106.971428571429,5.15714285714286,6.38571428571429,63.0428571428571,0,3.05714285714286,4.45714285714286,0.642857142857143,11.9428571428571,0.828571428571429,0.942857142857143,8.21428571428571,0,1,14,33,5,39,0,103.714285714286,57.6857142857143,56.2714285714286,132.728571428571,0,7
"E00053399","E01010574",100,0,100,0,0,0,0,34.4636363636364,38.9,3.23636363636364,102.545454545455,4.75454545454545,6.46363636363636,59.6636363636364,0,3.71818181818182,4.99090909090909,0.609090909090909,11.7272727272727,0.754545454545455,1.14545454545455,8.47272727272727,0,2,20,19,6,75,0,77.7636363636364,48.3,50.0454545454545,92.6363636363636,0,11
"E00053400","E01010577",100,0,100,0,0,0,0,43,53.36,2.7,180.8,3.72,5.7,77.46,0,4.36,5.44,0.52,13.6,0.72,1.16,7.58,0,1,28,2,4,69,0,90.7,46.42,52.5,111.14,0,5
"E00053401","E01010577",100,0,100,0,0,0,0,42.0125,43.85,2.6375,113.6875,4.25,5.1375,64.775,0,3.45,4.8625,0.525,12.375,0.7125,0.875,7.2625,0,5,16,13,2,73,0,66.9875,42.3375,39.5625,73.6,0,8
"E00053402","E01010568",94.4285714285714,0,100,0,0,0,5.57142857142857,36.5857142857143,47.2,3.24285714285714,150.7,5.98571428571429,7.55714285714286,82.3571428571429,0,2.62857142857143,4.07142857142857,0.642857142857143,12.2857142857143,0.857142857142857,1.12857142857143,7.21428571428571,0,3,9,27,9,60,0,101.871428571429,51.7428571428571,52.1857142857143,130.028571428571,0,7
"E00053403","E01010577",100,0,100,0,0,0,0,29.2916666666667,38.9833333333333,6.55,118.933333333333,3.94166666666667,4.125,74.3666666666667,0,2.21666666666667,3.58333333333333,0.741666666666667,10.0833333333333,0.733333333333333,0.733333333333333,6.65833333333333,0,4,28,22,1,67,0,111.458333333333,60.35,59.2583333333333,148.316666666667,0,12
"E00053404","E01010573",100,0,100,0,0,0,0,45.1111111111111,50.1111111111111,2.13333333333333,148.366666666667,4.1,6.96666666666667,70.7555555555555,0,4.72222222222222,5.84444444444444,0.522222222222222,17.0444444444444,0.733333333333333,1.25555555555556,8.3,0,7,21,19,9,111,0,125.6,69.8777777777778,94.7222222222222,143.577777777778,0,9
"E00053405","E01010577",100,0,100,0,0,0,0,48,60.38,2.26,171.2,3.76,4.82,75.72,0,6,6.1,0.46,15.4,0.66,0.7,7.78,0,1,12,9,3,77,0,94.44,65.36,58.88,102.16,0,5
