"lsoa11cd","CAUTH18NM","lsoa11nm","median_95Q1","median_95Q2","median_95Q3","median_95Q4","median_96Q1","median_96Q2","median_96Q3","median_96Q4","median_97Q1","median_97Q2","median_97Q3","median_97Q4","median_98Q1","median_98Q2","median_98Q3","median_98Q4","median_99Q1","median_99Q2","median_99Q3","median_99Q4","median_00Q1","median_00Q2","median_00Q3","median_00Q4","median_01Q1","median_01Q2","median_01Q3","median_01Q4","median_02Q1","median_02Q2","median_02Q3","median_02Q4","median_03Q1","median_03Q2","median_03Q3","median_03Q4","median_04Q1","median_04Q2","median_04Q3","median_04Q4","median_05Q1","median_05Q2","median_05Q3","median_05Q4","median_06Q1","median_06Q2","median_06Q3","median_06Q4","median_07Q1","median_07Q2","median_07Q3","median_07Q4","median_08Q1","median_08Q2","median_08Q3","median_08Q4","median_09Q1","median_09Q2","median_09Q3","median_09Q4","median_10Q1","median_10Q2","median_10Q3","median_10Q4","median_11Q1","median_11Q2","median_11Q3","median_11Q4","median_12Q1","median_12Q2","median_12Q3","median_12Q4","median_13Q1","median_13Q2","median_13Q3","median_13Q4","median_14Q1","median_14Q2","median_14Q3","median_14Q4","median_15Q1","median_15Q2","median_15Q3","median_15Q4","median_16Q1","median_16Q2","median_16Q3","median_16Q4","median_17Q1","median_17Q2","median_17Q3","median_17Q4","median_18Q1","median_18Q2","median_18Q3","median_18Q4"
"E01010568","West Yorkshire","Bradford 016A",NA,41000,43000,NA,NA,43500,NA,35000,31500,40000,54000,50000,56500,NA,56475,64500,38475,31500,39000,42250,45997.5,62000,NA,41250,67000,47225,49500,54500,43500,46500,71475,69472.5,63250,100950,87450,84000,99000,119950,111950,85500,79000,128500,88500,NA,25000,119000,97625,122500,118000,123750,134000,127500,111250,125000,115000,NA,97250,112500,NA,NA,80000,NA,125000,64852.5,106000,75000,102500,75000,65000,NA,88000,121500,59000,NA,66250,73000,95250,80000,78000,69000,NA,87500,NA,116500,112250,97500,79500,78000,69000,116000,107500,NA,97500,83000,115000,80000
"E01010569","West Yorkshire","Bradford 016B",NA,NA,NA,NA,NA,28500,NA,NA,NA,NA,NA,NA,NA,23475,29000,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000,NA,NA,14310,NA,NA,19000,38975,NA,41500,NA,NA,NA,159995,184995,65000,29000,NA,NA,NA,75000,99950,NA,NA,190000,135000,NA,NA,NA,135000,NA,78750,NA,138000,NA,55000,NA,68975,82000,NA,56000,150000,NA,NA,NA,NA,51000,65000,NA,NA,NA,NA,NA,70000,NA,68000,56000,63500,160000,65000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80000,NA
"E01010570","West Yorkshire","Bradford 018A",NA,NA,NA,NA,12375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010571","West Yorkshire","Bradford 016C",41000,27975,NA,17000,NA,NA,33000,NA,33000,35950,36500,32000,32000,39000,NA,27000,NA,36000,39500,36250,34950,35000,35875,33500,42000,50000,NA,54950,NA,25000,49750,67750,64950,59950,68500,67500,78000,78500,78950,81000,87750,89000,89725,76301,87475,90975,92725,96000,98000,99950,95000,124500,130000,121500,99950,NA,124950,127500,1e+05,85000,NA,79000,72500,69950,70000,112500,NA,NA,71625,NA,78000,80000,NA,NA,84950,71750,94950,76225,74250,NA,67000,66225,62500,97500,88725,83975,NA,NA,77500,80000,70000,72500,NA,84000,78850,73000
"E01010572","West Yorkshire","Bradford 016D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010573","West Yorkshire","Bradford 013A",NA,NA,NA,NA,37950,NA,NA,50500,NA,NA,NA,39000,NA,NA,NA,NA,NA,NA,NA,53950,NA,NA,50499,NA,NA,NA,NA,NA,NA,NA,44900,96705,NA,NA,NA,NA,76500,NA,NA,NA,NA,NA,120000,20000,NA,NA,NA,95000,NA,NA,95000,NA,140000,NA,NA,NA,NA,NA,NA,NA,NA,77000,NA,NA,NA,NA,NA,NA,NA,NA,NA,74000,NA,NA,NA,NA,NA,116750,NA,NA,NA,70000,NA,NA,NA,NA,NA,NA,NA,NA,NA,145000,NA,NA,NA,NA
"E01010574","West Yorkshire","Bradford 013B",NA,NA,NA,NA,NA,NA,NA,35000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29500,NA,NA,NA,NA,54950,NA,99500,NA,164000,NA,NA,NA,59950,NA,NA,182500,69950,NA,120000,NA,NA,NA,NA,1e+05,NA,115000,NA,NA,142500,NA,NA,NA,NA,NA,NA,115000,NA,NA,121250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139000,142000,NA,190000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010575","West Yorkshire","Bradford 013C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66950,NA,62500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87000,NA,NA,NA,NA,NA,NA,140000,NA,NA,NA,NA,210000,139950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135000,NA,NA,NA,NA,NA,NA,125000,NA,NA,NA,NA
"E01010576","West Yorkshire","Bradford 016E",NA,NA,NA,NA,NA,NA,NA,31950,139500,NA,32500,146000,NA,28000,35700,NA,42000,NA,37500,NA,150000,41750,95000,34000,NA,NA,NA,NA,44250,46000,19680,50000,NA,NA,NA,67500,NA,68500,NA,NA,87000,86750,NA,87000,NA,99950,106500,NA,NA,395000,NA,NA,NA,117500,NA,NA,NA,NA,84000,NA,NA,NA,NA,NA,NA,NA,75000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76500,NA,NA,NA,76500,94000,80000,68750,NA,NA,91000,86500,72900,NA,NA,NA,NA,72000,NA
"E01010577","West Yorkshire","Bradford 013D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96500,NA,154950,139950,189975,175000,110000,NA,NA,NA,139000,NA,NA,35000,NA,120000,101750,NA,NA,NA,NA,158000,NA,NA,147500,NA,NA,NA,NA,NA,NA,157000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142500,1e+05,NA,NA,NA,NA,138000,NA,NA,NA,79950
"E01010578","West Yorkshire","Bradford 015A",NA,37000,38937.5,33000,NA,NA,35000,28000,43450,87500,62750,34500,61000,26500,NA,65000,NA,118000,NA,32000,71000,76000,1e+05,116000,40500,75000,88432.5,67975,55475,84950,127000,110500,79500,119950,108000,105000,119000,102500,143250,87500,190000,112500,112500,160000,87250,165000,114375,112000,138000,177995,175745,157049.5,150475,175000,170000,NA,105500,150250,NA,114000,NA,86500,78000,82500,69000,130000,72000,72000,78250,118375,87750,1e+05,83000,125000,NA,135000,NA,NA,85000,79000,221500,109750,154000,137250,109950,86225,133500,165000,110500,106250,160000,159950,270000,152000,109500,120000
"E01010579","West Yorkshire","Bradford 010A",54000,NA,NA,NA,48500,NA,NA,NA,NA,40000,NA,NA,NA,92500,NA,NA,NA,NA,NA,54000,NA,NA,NA,48000,NA,NA,NA,57725,NA,55000,NA,198000,NA,85000,42000,79950,NA,NA,110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125000,NA,NA,NA,NA,NA,NA,NA,111000,NA,NA,NA,NA,NA,127000,NA,NA,NA,NA,NA,NA,NA,NA,NA,99950,107500,NA,NA,NA,NA,115000,105000,112500,NA,NA,NA,NA,NA,NA,NA,112500,NA,NA,NA,84375,110000,NA
"E01010580","West Yorkshire","Bradford 010B",NA,48500,49995,65000,47495,52247.5,47000,64975,49950,66614,50000,64000,49500,56375,54000,47500,59500,NA,34250,52750,60475,66950,63750,72750,67000,61500,64950,57000,72950,140500,70225,120000,NA,89000,137500,142475,NA,119500,136000,135000,157500,119000,134972.5,156750,139995,170000,163500,205000,2e+05,133976.5,140476,130000,138151.5,109950,102899.5,109995,99950,102950,96475,147725,145000,120000,110000,140000,127000,111000,1e+05,113000,107500,NA,150000,115000,118000,90000,118750,98500,105000,148475,120000,141250,NA,128000,163000,124000,108000,122500,165000,105000,115000,121475,121250,121000,119000,122475,118000,124500
"E01010581","West Yorkshire","Bradford 015B",NA,NA,NA,NA,NA,NA,NA,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010582","West Yorkshire","Bradford 015C",NA,NA,NA,NA,NA,NA,NA,NA,NA,34000,NA,NA,NA,45000,NA,NA,NA,NA,29500,NA,NA,43000,NA,NA,NA,NA,NA,NA,NA,NA,NA,115000,NA,NA,NA,68000,NA,NA,80000,89000,102500,147495,149995,105000,119995,115000,110472.5,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98000,95000,120000,NA,NA,NA,NA,NA,NA,NA,85500,89000,70775,70000,80000,92000,105000,NA,98000,111000,138500,NA,NA,NA
"E01010583","West Yorkshire","Bradford 018B",23000,NA,NA,26250,NA,NA,27000,3557,17000,NA,27700,NA,NA,NA,NA,NA,NA,26950,NA,NA,NA,NA,10000,NA,NA,13650,NA,NA,NA,27500,33950,20940,NA,27780,38975,NA,42500,53000,17160,70000,17500,NA,65975,56000,NA,74000,80000,58000,69250,NA,NA,NA,NA,NA,NA,NA,NA,60000,55000,NA,NA,NA,NA,NA,NA,NA,65500,62000,NA,NA,NA,67500,NA,NA,NA,NA,50000,49750,NA,69000,NA,64250,50000,NA,NA,65000,59000,60000,70000,84950,NA,NA,75000,45000,75000,NA
"E01010584","West Yorkshire","Bradford 015D",NA,38500,NA,34000,NA,32000,34000,NA,NA,30000,NA,NA,NA,NA,16500,NA,NA,NA,NA,39950,NA,NA,NA,NA,NA,NA,32000,NA,NA,NA,NA,20310,NA,NA,NA,35000,85000,NA,NA,26000,57950,20000,NA,NA,116497.5,159995,172495,174495,167495,170495,167995,NA,108250,88000,189975,NA,NA,NA,NA,NA,105000,NA,NA,NA,98000,NA,73000,95000,NA,120000,57000,98000,NA,NA,NA,NA,96000,110500,NA,90250,58000,116000,104000,111000,NA,NA,70000,96500,98000,99950,119500,104950,102000,102750,140000,76500
"E01010585","West Yorkshire","Bradford 015E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000,28500,NA,NA,NA,NA,NA,NA,NA,32000,NA,NA,45000,NA,NA,NA,101700,107200,87700,129250,131000,112450,127950,158200,135950,140975,141200,140000,139000,144995,148245,166995,159975,122500,123975,NA,162500,162500,142000,153000,165000,158000,118000,133750,132500,135000,127000,169500,NA,142000,133500,121000,120000,143000,116500,113497.5,109995,107822.5,105000,114500,112000,111372.5,105000,114497.5,113995,99750,124475,90500,105000,106500,97500,107500,119995,107500,117500,110500,107500,120000,117750,118500,88475,102000
"E01010586","West Yorkshire","Bradford 022A",NA,NA,NA,NA,NA,NA,NA,38000,NA,NA,NA,NA,NA,NA,NA,56750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88500,NA,NA,NA,94500,NA,99950,NA,NA,NA,NA,97000,104000,117500,NA,NA,NA,NA,107000,NA,NA,NA,NA,NA,110000,NA,NA,NA,NA,NA,NA,125000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125000,NA,NA,NA,NA,95000,NA,NA,NA,NA,NA,120750,NA,NA,NA,NA,NA,NA,NA,NA
"E01010587","West Yorkshire","Bradford 022B",NA,NA,NA,NA,50000,NA,NA,NA,NA,NA,NA,NA,49500,94000,NA,NA,NA,NA,31000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,NA,NA,NA,NA,NA,72500,83200,72500,NA,NA,NA,95000,95000,74950,124000,129000,NA,NA,97800,99500,NA,101000,NA,NA,NA,NA,NA,NA,NA,NA,NA,99999,87000,NA,NA,NA,NA,NA,NA,NA,72000,67000,89000,102000,NA,72000,84800,NA,91750,117500,76375,NA,85000,NA,NA,NA,94995,NA,104000,87500,120000,64000,NA,95000
"E01010588","West Yorkshire","Bradford 022C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70000,NA,NA,NA,NA,NA,NA,NA,73750,73750,125000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,60000,NA,76000,NA,NA,NA,NA,NA,NA,70000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79950,NA,NA
"E01010589","West Yorkshire","Bradford 022D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77500,NA,85000,85000,87500,NA,93500,98500,NA,NA,NA,NA,97500,117497.5,124995,NA,119950,119950,137472.5,NA,130000,NA,NA,108500,NA,NA,NA,95000,NA,NA,NA,NA,95000,83500,71000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135000,NA,NA,93000,89950,107000,NA,NA,NA
"E01010590","West Yorkshire","Bradford 031A",NA,190000,NA,NA,NA,NA,68000,NA,NA,NA,NA,NA,NA,195000,89950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99950,106950,129950,97475,79950,NA,NA,160000,109000,NA,230000,158500,NA,120000,NA,104000,NA,121000,NA,169950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113000,NA,NA,115000,NA,NA,NA,NA,105000,110000,NA,NA,NA,80000,NA,1e+05,66500,NA,NA,98000,NA,NA,97500,139000,NA,NA,60000,NA,NA,NA,151000,NA,NA,163225,NA,129000
"E01010591","West Yorkshire","Bradford 022E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124999,112500,NA,NA,NA,NA,NA,NA,20000,NA,92975,NA,NA,75000,NA,122497.5,95995,NA,NA,NA,NA,NA,NA,NA,NA,NA,84250,64500,78500,NA,NA,NA,NA,NA,NA,NA,NA,NA,57500,61000,66500,73712,NA,NA,NA,NA,NA,NA,NA,95000,NA,NA,NA,89950,89950,NA,82000,NA
"E01010592","West Yorkshire","Bradford 031B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42000,NA,NA,NA,NA,NA,NA,NA,NA,NA,59950,NA,52500,51000,NA,60000,NA,60000,59950,NA,NA,90000,65000,89950,NA,NA,NA,NA,NA,NA,NA,155000,NA,118500,128000,117000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95000,NA,NA,NA,NA,NA,NA,115000,NA,140000
"E01010593","West Yorkshire","Bradford 022F",NA,NA,48000,NA,NA,NA,NA,NA,NA,NA,NA,NA,38950,44000,NA,NA,NA,NA,NA,NA,NA,NA,46950,45000,NA,NA,NA,NA,NA,50500,55000,NA,NA,NA,NA,NA,NA,NA,NA,98000,NA,NA,NA,NA,NA,160000,NA,NA,NA,159950,NA,102500,NA,NA,131600,NA,NA,NA,NA,150000,NA,NA,105000,NA,135380,104950,180000,NA,NA,NA,NA,39685,NA,NA,112000,74250,NA,NA,NA,NA,NA,NA,NA,43608,120000,NA,143000,NA,NA,125000,NA,NA,125000,NA,NA,NA
"E01010594","West Yorkshire","Bradford 031C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010595","West Yorkshire","Bradford 031D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,NA,30000,NA,NA,NA,NA,NA,NA,27000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102000,NA,NA,102500,NA,NA,NA,NA,155000,155000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,NA,NA,NA,NA,NA,NA,NA
"E01010596","West Yorkshire","Bradford 022G",NA,NA,NA,NA,NA,NA,52000,NA,NA,NA,NA,NA,NA,31000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41000,NA,NA,NA,NA,NA,59950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95000,82000,NA,NA,NA,NA,NA,NA,NA,NA,97500,NA,87500,NA,NA
"E01010597","West Yorkshire","Bradford 028A",23500,23200,NA,NA,NA,NA,NA,17000,NA,NA,NA,NA,NA,NA,NA,NA,13625,NA,NA,NA,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010598","West Yorkshire","Bradford 028B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010599","West Yorkshire","Bradford 028C",NA,NA,NA,NA,NA,NA,14187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43500,NA,NA,62000,NA,NA,NA,NA,NA,NA,NA,NA,132500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,NA,NA,34000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117000,NA,NA,NA,NA
"E01010600","West Yorkshire","Bradford 028D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010601","West Yorkshire","Bradford 032A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28500,57495,52995,NA,NA,77000,NA,98000,77000,NA,78725,NA,NA,90000,92500,94950,98000,NA,102500,120000,NA,91500,115700,113725,NA,NA,NA,NA,75000,NA,91500,NA,NA,NA,NA,NA,NA,NA,75000,NA,NA,NA,NA,NA,89000,NA,NA,NA,68500,85000,NA,NA,NA,NA,NA,87000,NA,NA,NA,NA,81500,NA,87000,NA,NA,NA,NA,NA
"E01010602","West Yorkshire","Bradford 028E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72000,NA,NA,NA,67000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010603","West Yorkshire","Bradford 024A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010604","West Yorkshire","Bradford 024B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124475,144950,103707.5,169950,172450,143950,NA,117000,NA,NA,NA,NA,132500,NA,NA,NA,131500,134950,NA,147500,140000,NA,139975,140000,157500,170000
"E01010605","West Yorkshire","Bradford 024C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,52500,NA
"E01010606","West Yorkshire","Bradford 039A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11250,NA,NA,NA,NA,NA,16000,88000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47000,NA,NA,57500,NA,90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010607","West Yorkshire","Bradford 039B",NA,NA,NA,26500,NA,NA,NA,NA,NA,NA,15500,18600,NA,14200,NA,NA,NA,NA,NA,11000,11995,NA,11000,NA,12000,NA,NA,NA,NA,NA,13500,NA,26000,NA,NA,NA,104500,82875,96500,130750,119250,91250,132500,NA,62400,95000,97250,93950,110000,73000,98250,70000,56750,NA,NA,129995,38000,NA,NA,NA,NA,NA,52000,56250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53000,31000,49000,45000,60000,40500,55250,60000,35000,46625,NA,85000,55000,39000,NA,60000,NA,37000,NA
"E01010608","West Yorkshire","Bradford 045A",NA,13000,NA,NA,NA,NA,NA,NA,NA,NA,17000,NA,17000,NA,NA,NA,NA,NA,NA,NA,NA,8000,NA,NA,NA,NA,NA,NA,NA,NA,22000,NA,15200,16049,NA,NA,NA,NA,NA,NA,NA,NA,NA,58000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010609","West Yorkshire","Bradford 046A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29800,NA,NA,NA,NA,NA,NA,NA,50000,NA,NA,NA,NA,NA,NA,NA,NA,124000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
