"lsoa11cd","CAUTH18NM","lsoa11nm","median_95Q1","median_95Q2","median_95Q3","median_95Q4","median_96Q1","median_96Q2","median_96Q3","median_96Q4","median_97Q1","median_97Q2","median_97Q3","median_97Q4","median_98Q1","median_98Q2","median_98Q3","median_98Q4","median_99Q1","median_99Q2","median_99Q3","median_99Q4","median_00Q1","median_00Q2","median_00Q3","median_00Q4","median_01Q1","median_01Q2","median_01Q3","median_01Q4","median_02Q1","median_02Q2","median_02Q3","median_02Q4","median_03Q1","median_03Q2","median_03Q3","median_03Q4","median_04Q1","median_04Q2","median_04Q3","median_04Q4","median_05Q1","median_05Q2","median_05Q3","median_05Q4","median_06Q1","median_06Q2","median_06Q3","median_06Q4","median_07Q1","median_07Q2","median_07Q3","median_07Q4","median_08Q1","median_08Q2","median_08Q3","median_08Q4","median_09Q1","median_09Q2","median_09Q3","median_09Q4","median_10Q1","median_10Q2","median_10Q3","median_10Q4","median_11Q1","median_11Q2","median_11Q3","median_11Q4","median_12Q1","median_12Q2","median_12Q3","median_12Q4","median_13Q1","median_13Q2","median_13Q3","median_13Q4","median_14Q1","median_14Q2","median_14Q3","median_14Q4","median_15Q1","median_15Q2","median_15Q3","median_15Q4","median_16Q1","median_16Q2","median_16Q3","median_16Q4","median_17Q1","median_17Q2","median_17Q3","median_17Q4","median_18Q1","median_18Q2","median_18Q3","median_18Q4"
"E01010784","West Yorkshire","Bradford 018C",NA,NA,NA,47500,NA,NA,NA,NA,NA,NA,34000,35950,33750,60000,75000,NA,33300,NA,NA,52000,NA,NA,NA,46500,NA,NA,NA,39000,NA,85000,39995,NA,NA,NA,94225,NA,NA,140000,NA,NA,NA,NA,NA,NA,NA,NA,68000,NA,165000,NA,162500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146000,NA,NA,154000,NA,NA,NA,NA,NA,188500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71500,NA,NA,NA,NA,NA,NA
"E01010785","West Yorkshire","Bradford 018D",53000,NA,NA,66000,NA,NA,65000,NA,NA,49200,NA,59000,52500,NA,28350,NA,57475,50000,60000,NA,NA,53950,NA,32000,55000,NA,62250,57000,53500,54250,140000,69000,79950,84950,47500,57500,NA,78000,74950,84995,98000,NA,84375,112500,141000,NA,112500,NA,NA,150500,129000,NA,1e+05,285000,169950,NA,NA,NA,120000,125000,NA,75000,85000,111500,NA,NA,93500,106000,NA,NA,120000,NA,NA,NA,107500,NA,NA,90000,92500,90000,NA,NA,87500,95500,1e+05,84500,79000,65000,77000,132000,NA,93500,98250,120000,117000,1e+05
"E01010786","West Yorkshire","Bradford 018E",60000,57500,NA,50000,NA,62500,67500,55000,NA,NA,74000,NA,NA,60000,50000,NA,45000,NA,58750,65000,NA,59000,NA,65000,NA,69950,NA,NA,51000,NA,NA,65000,NA,NA,NA,92500,113500,NA,NA,NA,95000,98000,110000,NA,NA,124999,NA,NA,144499,168024.5,179499,179999,150995,NA,NA,167500,128000,NA,NA,190000,NA,170000,225000,157500,50000,NA,170000,150000,225000,122000,NA,NA,169000,149000,225000,190000,110000,190000,190000,117000,222500,NA,169975,NA,NA,126000,117000,152500,92000,142750,140000,NA,107000,143500,165000,NA
"E01010787","West Yorkshire","Bradford 020C",NA,NA,NA,NA,NA,NA,NA,NA,31500,NA,NA,NA,NA,31850,NA,NA,NA,NA,NA,NA,NA,32500,NA,33600,NA,NA,NA,NA,NA,NA,NA,NA,NA,42000,NA,42000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61250,NA,NA,NA,NA,NA,65000,NA,NA,61250,62965,NA,NA,64000,NA,NA,58250,NA,NA,NA,NA,NA,68000,NA,57000,NA,NA,NA,NA,NA,69975,59500
"E01010788","West Yorkshire","Bradford 020D",NA,NA,NA,NA,NA,36000,42000,38725,NA,37500,NA,NA,43000,NA,NA,NA,NA,NA,NA,NA,36000,NA,NA,44000,NA,NA,NA,NA,87950,84950,86500,85950,58000,50000,56000,68250,NA,125000,76000,129475,109997.5,105000,NA,NA,NA,NA,126000,NA,NA,NA,86500,NA,NA,120975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89750,NA,NA,NA,NA,NA,35000,NA,NA,89950,NA,92500,NA,67500,NA,NA,NA,NA,109950,NA,NA,NA,75000,NA,110500,74000,NA,45000,67500,84750,NA
"E01010789","West Yorkshire","Bradford 025A",46000,34000,NA,39500,34500,NA,53000,NA,NA,35000,NA,15750,39000,NA,37750,36750,41000,NA,36500,35000,NA,NA,38000,35950,NA,40000,39950,39475,NA,NA,49500,NA,73995,75000,55950,NA,55000,53000,96000,88000,NA,86500,95000,84500,NA,77950,78000,73250,NA,99000,1e+05,105000,94500,75500,NA,58000,NA,NA,35000,71000,70000,79950,NA,NA,NA,74250,NA,NA,70000,NA,NA,NA,63000,NA,65000,61750,NA,NA,64500,75000,74975,NA,NA,NA,46000,74950,NA,NA,NA,82000,83500,54000,NA,NA,75000,48000
"E01010790","West Yorkshire","Bradford 018F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010791","West Yorkshire","Bradford 025B",25000,NA,NA,NA,31750,NA,NA,20375,NA,NA,NA,22000,33000,28725,NA,27000,NA,28000,NA,24750,NA,31975,26000,NA,23225,15000,38000,NA,30000,17000,NA,35000,NA,37000,30500,NA,NA,58500,44500,40000,NA,59995,NA,68975,86250,76000,78000,81500,65500,71500,90000,103000,NA,NA,NA,NA,NA,NA,NA,NA,30000,NA,NA,50000,56000,NA,72500,NA,NA,NA,NA,40000,NA,NA,NA,NA,NA,NA,46000,NA,49500,33000,72500,47500,82000,95000,NA,35000,41500,65000,NA,38000,38000,54000,NA,NA
"E01010792","West Yorkshire","Bradford 025C",30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24000,22000,NA,NA,NA,NA,NA,NA,NA,NA,36000,NA,NA,NA,NA,NA,NA,56000,NA,NA,NA,NA,NA,NA,NA,NA,70000,NA,64000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000,NA,NA,36000,NA,50000,NA,NA,NA,NA,NA,NA,NA,NA,45500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010793","West Yorkshire","Bradford 025D",31950,30000,27500,29500,25750,25500,23500,28950,NA,21800,18750,10000,29500,27625,25500,21950,27500,22750,17500,18000,22000,NA,27500,18000,NA,27250,NA,20000,28000,27950,NA,29625,35950,36475,35000,40500,14000,42000,62750,61375,68000,66975,59950,67000,72500,65500,70250,72000,85550,81000,85000,80500,77287,NA,148000,61000,NA,52500,67500,NA,NA,68000,NA,NA,52500,69000,NA,54375,56000,NA,44000,55000,NA,108581,42000,53000,35500,49500,NA,40000,45000,49500,40000,43750,43000,NA,NA,42000,NA,60000,50000,61000,NA,NA,53750,74625
"E01010794","West Yorkshire","Bradford 043A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82950,NA,NA,NA,NA,NA,NA,NA,54950,NA,NA,NA,NA,NA,126000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010795","West Yorkshire","Bradford 043B",NA,59000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,NA,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270000,NA,NA,NA,315000,NA,NA,104975,NA,NA,NA,NA,NA,225000,NA,NA,NA,NA,NA,NA,99995,88995,87995,88995,94997.5,86000,85000,79995,55675,NA,NA,NA,90000,NA,NA,NA,NA,NA,89995,80000,NA,200750,86500,NA,NA,90000
"E01010796","West Yorkshire","Bradford 043C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41500,NA,NA,NA,NA,NA,NA,75000,NA,NA,NA,NA,NA,NA,NA,89200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51000,NA,NA,93500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010797","West Yorkshire","Bradford 043D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124155,120555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45500,70000,NA,NA,NA,NA,45000,NA,NA,NA
"E01010798","West Yorkshire","Bradford 043E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13750,NA,NA,NA,NA,NA,NA,NA,NA,28950,NA,NA,NA,NA,NA,NA,NA,58250,NA,125000,92475,49250,86500,NA,85000,NA,NA,70000,NA,NA,NA,134975,NA,99950,NA,NA,NA,NA,NA,NA,70000,NA,NA,NA,NA,NA,63500,NA,NA,NA,NA,60000,NA,NA,NA,NA,NA,NA,NA,62500,NA,NA,NA,NA,NA,106000,107500,NA,NA,NA,NA,64000,NA,NA,NA,NA
"E01010799","West Yorkshire","Bradford 036C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010800","West Yorkshire","Bradford 036D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010801","West Yorkshire","Bradford 036E",25000,NA,NA,NA,NA,NA,NA,29950,30950,30950,NA,NA,NA,29950,NA,NA,NA,NA,NA,NA,NA,NA,22250,NA,NA,NA,23750,NA,NA,32000,31500,31500,32500,NA,38000,NA,40150,NA,47975,NA,58000,62500,60000,NA,70750,NA,NA,78000,78000,NA,76000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55000,NA,54500,NA,NA,50000,NA,48500,NA,37000,NA,NA,NA,NA,NA,NA,NA,NA,NA,45500,NA,26000,38100,NA,48000,50000,NA,NA
"E01010802","West Yorkshire","Bradford 036F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55000,NA,NA,NA,NA,NA,NA,72500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010803","West Yorkshire","Bradford 037A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12000,NA,NA,NA,NA,NA,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010804","West Yorkshire","Bradford 033A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010805","West Yorkshire","Bradford 030D",NA,NA,34000,70000,34950,NA,NA,NA,27500,NA,40000,NA,32500,66500,33000,38750,NA,NA,NA,NA,NA,34314,NA,30000,NA,105000,NA,93500,NA,NA,37000,NA,38500,40000,NA,NA,NA,NA,NA,143000,NA,NA,NA,NA,NA,NA,195000,NA,NA,NA,87000,104997.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42000,64250,150000,69950,NA,NA,NA,NA,19000,NA,NA,NA,NA,187500,NA,245000,NA,145000,NA,NA,72500,NA,NA,NA,NA,NA,72000,NA,NA,NA,NA,NA
"E01010806","West Yorkshire","Bradford 033B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82500,84995,90000,104950,NA,NA,NA,81000,109225,NA,NA,103000,91000,NA,105000,NA,NA,NA,NA,NA,NA,NA,NA,NA,75000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41500,NA,NA,52500,NA,55000,NA,NA,NA,53000,NA,NA,NA,39995,NA,50000,NA
"E01010807","West Yorkshire","Bradford 033C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75000,NA,NA,NA,48000,NA,NA,NA,NA,53500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96250,99750,134475,137280,162500,131250,99950,75000,NA,88200,110000,1e+05,105000,85000,84000,75500,111250,90000,75500,80000,NA,NA,NA,NA,NA,NA,NA,62750,NA,NA,NA,NA,65000,NA,47500,52000,NA,NA,NA,NA,NA,NA,NA,55000,65000,50000,55500,NA,55501.5,47500,47500,47500,38000
"E01010808","West Yorkshire","Bradford 033D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010809","West Yorkshire","Bradford 033E",NA,NA,NA,NA,NA,48500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,NA,NA,NA
"E01010810","West Yorkshire","Bradford 037B",49000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010811","West Yorkshire","Bradford 037C",NA,NA,NA,NA,NA,NA,26000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46800,NA,NA,NA,9700,NA,NA,NA,NA,NA,NA,NA,NA,NA,26000,NA,NA,NA,NA,NA,98000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85000,NA,NA,NA,NA
"E01010812","West Yorkshire","Bradford 041B",32000,30747.5,32000,26500,NA,26014,30000,22875,24250,29500,26350,21975,NA,20000,20350,21500,20500,17750,18500,21000,21500,25250,23250,19500,21625,21750,27500,19500,NA,23250,28500,25995,NA,25000,27950,26950,NA,32500,35000,44497.5,50975,48000,46000,63000,58000,66000,40000,67539.5,67000,68250,70500,72000,74200,55000,64750,39000,56000,63500,57997.5,NA,NA,NA,52000,43000,38500,NA,NA,32500,29500,35000,42000,NA,30000,NA,29000,35000,NA,33000,39950,35000,NA,NA,26500,NA,38000,39999,36500,37000,51250,39000,NA,39999,39995,NA,54500,40747.5
"E01010813","West Yorkshire","Bradford 037D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44000,NA,NA,NA,80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,NA,NA,NA,NA,NA,NA,NA,NA,43000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010814","West Yorkshire","Bradford 057A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57000,1e+05,55000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010815","West Yorkshire","Bradford 057B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84787,110500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27000,NA,NA,NA,65000,NA,NA,NA,NA,NA,63500,NA,NA
"E01010816","West Yorkshire","Bradford 057C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280000,82000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010817","West Yorkshire","Bradford 057D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,NA,94995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72500,NA,NA,NA,NA,NA,NA,NA
"E01010818","West Yorkshire","Bradford 057E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84995,84995,79995,71995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87950,NA,NA,NA,NA,NA,NA
"E01010819","West Yorkshire","Bradford 052B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31000,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,NA,NA,NA,NA,NA,NA,26500,NA,35000,NA,NA,NA,31000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000,42000,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010820","West Yorkshire","Bradford 052C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010821","West Yorkshire","Bradford 052D",NA,NA,NA,NA,NA,NA,18450,NA,NA,NA,NA,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010822","West Yorkshire","Bradford 052E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55000,NA,NA,NA,NA,NA,NA
"E01010824","West Yorkshire","Bradford 034C",NA,NA,NA,NA,NA,NA,11750,NA,NA,29000,NA,26500,NA,NA,18200,NA,49247,NA,22200,10000,NA,NA,NA,19500,19500,28500,22225,NA,15000,25000,23750,25975,14500,28500,29950,NA,NA,32250,27500,112500,48000,47000,44500,NA,50000,28000,60000,65250,NA,164995,236497.5,154995,75000,104997.5,NA,NA,NA,50000,NA,NA,NA,NA,NA,67000,NA,NA,NA,45000,40000,NA,43000,NA,NA,NA,NA,NA,NA,38000,40000,58000,NA,36000,39000,NA,NA,NA,NA,NA,NA,NA,NA,NA,233500,NA,50000,58000
"E01010825","West Yorkshire","Bradford 032C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,155000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010826","West Yorkshire","Bradford 027D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,50000,NA,NA,63500,NA,NA,NA,60000,NA,NA,NA,NA,NA,61500,74500,NA,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,65000,NA,47250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41500,NA,NA,NA,33000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
