"lsoa11cd","CAUTH18NM","lsoa11nm","median_95Q1","median_95Q2","median_95Q3","median_95Q4","median_96Q1","median_96Q2","median_96Q3","median_96Q4","median_97Q1","median_97Q2","median_97Q3","median_97Q4","median_98Q1","median_98Q2","median_98Q3","median_98Q4","median_99Q1","median_99Q2","median_99Q3","median_99Q4","median_00Q1","median_00Q2","median_00Q3","median_00Q4","median_01Q1","median_01Q2","median_01Q3","median_01Q4","median_02Q1","median_02Q2","median_02Q3","median_02Q4","median_03Q1","median_03Q2","median_03Q3","median_03Q4","median_04Q1","median_04Q2","median_04Q3","median_04Q4","median_05Q1","median_05Q2","median_05Q3","median_05Q4","median_06Q1","median_06Q2","median_06Q3","median_06Q4","median_07Q1","median_07Q2","median_07Q3","median_07Q4","median_08Q1","median_08Q2","median_08Q3","median_08Q4","median_09Q1","median_09Q2","median_09Q3","median_09Q4","median_10Q1","median_10Q2","median_10Q3","median_10Q4","median_11Q1","median_11Q2","median_11Q3","median_11Q4","median_12Q1","median_12Q2","median_12Q3","median_12Q4","median_13Q1","median_13Q2","median_13Q3","median_13Q4","median_14Q1","median_14Q2","median_14Q3","median_14Q4","median_15Q1","median_15Q2","median_15Q3","median_15Q4","median_16Q1","median_16Q2","median_16Q3","median_16Q4","median_17Q1","median_17Q2","median_17Q3","median_17Q4","median_18Q1","median_18Q2","median_18Q3","median_18Q4"
"E01010581","West Yorkshire","Bradford 015B",47950,46995,57972.5,NA,48972.5,48950,49950,47995,55200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59950,68950,80000,NA,72450,79950,NA,NA,NA,NA,229995,229995,229995,222495,309995,290995,NA,156490,174950,169975,NA,319950,345000,NA,NA,160000,217475,272500,265000,NA,164950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010582","West Yorkshire","Bradford 015C",NA,NA,NA,NA,NA,NA,NA,NA,NA,17500,59960,NA,65950,NA,NA,NA,NA,NA,71000,NA,NA,NA,79000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184995,174995,179995,82500,249995,199495,165995,149995,344995,119995,NA,NA,354995,103000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235000,NA,NA,250000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010583","West Yorkshire","Bradford 018B",85000,NA,162500,NA,NA,NA,157497.5,159995,162495,159997.5,164995,165595,NA,180000,NA,NA,NA,NA,210000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350000,360000,283000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425000,385000,450000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010584","West Yorkshire","Bradford 015D",NA,60000,NA,NA,33000,42450,NA,38875,NA,NA,37000,36950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134495,159995,172495,174495,167495,164470,172500,199975,247500,275000,235000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184950,169950,163975,157950,157950,167950,168950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159950,NA,NA,NA,NA,NA,NA
"E01010585","West Yorkshire","Bradford 015E",NA,NA,NA,NA,NA,NA,103000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111450,107200,87700,136475,132750,125250,129950,161450,135950,133950,140450,NA,NA,144995,153495,167995,NA,NA,NA,158000,NA,NA,NA,NA,NA,NA,NA,NA,151000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111995,110995,107822.5,113500,108497.5,110000,112297.5,119995,114995,121995,116995,112500,NA,105000,109000,110000,106250,NA,109500,NA,108750,108750,113250,112000,NA,NA,87500
"E01010586","West Yorkshire","Bradford 022A",NA,NA,152500,119990,NA,NA,140000,NA,NA,NA,59995,59972.5,59750,59450,59995,95475,85000,88800,123300.5,177995,207360,173750,232300,237497.5,222000,169950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398875,420000,NA,445000,385000,340000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125000,NA,NA,NA,NA,75000,325000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010587","West Yorkshire","Bradford 022B",68747.5,97495,79495,67495,101747.5,49472.5,97497.5,122000,109995,105000,105000,102500,128500,NA,119995,NA,NA,83000,NA,NA,NA,155000,74972.5,101450,85950,NA,89950,NA,NA,19680,NA,NA,NA,NA,38000,154249.5,123999,121999,192000,144500,145500,194999,263499,388000,NA,NA,NA,380000,1e+05,NA,NA,231000,229975,262000,315000,187500,198000,NA,220000,213497.5,NA,144500,176000,172499.5,180000,187999,272974.5,192999,330499,240000,201250,190000,274997.5,NA,NA,NA,249995,254995,81667,318495,324995,260995,300123,329995,239995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010588","West Yorkshire","Bradford 022C",130000,NA,NA,NA,NA,39475,77000,41247.5,NA,42500,NA,76250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47000,NA,40000,48000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60500,167249.5,147999,148499,187999,70000,NA,199999,205000,2e+05,205000,193500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010589","West Yorkshire","Bradford 022D",NA,NA,NA,NA,NA,NA,NA,NA,NA,48500,NA,198000,213850,178750,201250,237500,215000,2e+05,NA,NA,NA,NA,NA,NA,NA,NA,152000,NA,NA,NA,NA,77500,NA,85000,NA,87500,NA,NA,NA,NA,NA,NA,NA,NA,124995,124995,224995,174950,124950,225000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010590","West Yorkshire","Bradford 031A",NA,NA,NA,60000,NA,120000,52500,NA,NA,NA,39500,NA,NA,NA,70000,NA,NA,NA,150000,105000,110000,141000,NA,NA,NA,105000,130000,138000,132450,127975,149250,145000,130000,129950,NA,304000,325000,242500,265000,199950,212475,177000,317000,120000,NA,NA,279950,335000,285000,NA,NA,NA,NA,NA,250000,330000,NA,NA,NA,NA,NA,NA,NA,159995,NA,154950,132000,195000,105000,110000,NA,NA,NA,NA,NA,NA,NA,NA,178000,173750,NA,475000,NA,299745.5,237495,202495,234995,291495,292495,204995,297995,316995,309995,328495,NA,NA
"E01010591","West Yorkshire","Bradford 022E",NA,NA,64000,62700,NA,68900,64000,NA,NA,65000,32000,66500,66000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124999,133500,148500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122497.5,95995,137000,NA,NA,NA,NA,NA,NA,106000,NA,84250,81000,79000,99995,NA,107000,NA,108000,NA,NA,NA,105000,57500,61000,66500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182500,170000,170000,NA,NA,NA
"E01010592","West Yorkshire","Bradford 031B",NA,59950,55000,66000,55000,60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92500,NA,NA,NA,NA,NA,NA,60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85299,300870,282995
"E01010593","West Yorkshire","Bradford 022F",NA,63500,67500,57500,56500,59375,52500,94950,77000,NA,NA,17000,NA,NA,NA,145000,NA,NA,NA,NA,NA,NA,79500,163950,72500,119950,73250,118950,369000,NA,79500,NA,191000,170000,NA,NA,NA,NA,NA,NA,NA,NA,NA,321500,NA,242500,365000,325000,NA,159950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105000,NA,NA,NA,NA,NA,NA,NA,NA,194000,210000,NA,NA,182500,NA,319995,417495,NA,NA,349995,NA,269995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010594","West Yorkshire","Bradford 031C",NA,NA,NA,NA,NA,NA,1e+05,52000,NA,52000,NA,NA,63000,NA,NA,NA,NA,NA,NA,71000,NA,NA,38000,69995,NA,NA,NA,NA,NA,NA,66000,NA,NA,96500,180000,98500,155000,NA,NA,180000,214497.5,236225,NA,220000,216500,220000,190000,220000,237500,204975,197500,220000,NA,NA,NA,180000,NA,NA,NA,110000,NA,NA,NA,160000,160000,NA,NA,NA,NA,NA,140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010595","West Yorkshire","Bradford 031D",NA,NA,NA,NA,NA,NA,NA,35050,43500,37000,42500,NA,NA,NA,NA,NA,NA,NA,NA,49250,NA,NA,NA,NA,NA,74500,81000,77500,59000,90561.5,83500,NA,NA,125000,103000,133500,156225,184000,144000,189997.5,NA,199472.5,NA,102000,175995,NA,145250,NA,170000,NA,124750,211950,155000,NA,299000,NA,NA,NA,475000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350000,NA,NA,NA,NA,NA,NA,NA,NA,228495,NA,NA,NA,NA
"E01010596","West Yorkshire","Bradford 022G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136000,NA,NA,NA,NA,NA,324995,359995,429995,349995,NA,NA,NA,NA,NA
"E01010597","West Yorkshire","Bradford 028A",NA,NA,58750,72200,69950,NA,68950,NA,NA,10000,NA,NA,NA,NA,48000,NA,NA,90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010598","West Yorkshire","Bradford 028B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010599","West Yorkshire","Bradford 028C",56245,46550,68722.5,52250,51770,66950,58000,63548,75475,75950,75950,58100,68450,78950,77450,77250,77450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010600","West Yorkshire","Bradford 028D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59995,69000,NA,60000,69450,62500,56000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010601","West Yorkshire","Bradford 032A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65475,56950,68500,65500,24500,67500,NA,NA,NA,NA,NA,NA,NA,94000,NA,NA,NA,NA,NA,57495,52995,NA,NA,NA,NA,120000,NA,NA,NA,NA,NA,NA,NA,NA,132890,154500,192000,120000,162120,172000,111835.5,189950,189950,90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010602","West Yorkshire","Bradford 028E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215000,NA,NA,NA,NA,NA,187000,NA,NA,NA,NA,NA,NA,NA,250000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010603","West Yorkshire","Bradford 024A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010604","West Yorkshire","Bradford 024B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78000,78000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010605","West Yorkshire","Bradford 024C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010606","West Yorkshire","Bradford 039A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010607","West Yorkshire","Bradford 039B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108500,85000,119500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
