"lsoa11cd","CAUTH18NM","lsoa11nm","median_95Q1","median_95Q2","median_95Q3","median_95Q4","median_96Q1","median_96Q2","median_96Q3","median_96Q4","median_97Q1","median_97Q2","median_97Q3","median_97Q4","median_98Q1","median_98Q2","median_98Q3","median_98Q4","median_99Q1","median_99Q2","median_99Q3","median_99Q4","median_00Q1","median_00Q2","median_00Q3","median_00Q4","median_01Q1","median_01Q2","median_01Q3","median_01Q4","median_02Q1","median_02Q2","median_02Q3","median_02Q4","median_03Q1","median_03Q2","median_03Q3","median_03Q4","median_04Q1","median_04Q2","median_04Q3","median_04Q4","median_05Q1","median_05Q2","median_05Q3","median_05Q4","median_06Q1","median_06Q2","median_06Q3","median_06Q4","median_07Q1","median_07Q2","median_07Q3","median_07Q4","median_08Q1","median_08Q2","median_08Q3","median_08Q4","median_09Q1","median_09Q2","median_09Q3","median_09Q4","median_10Q1","median_10Q2","median_10Q3","median_10Q4","median_11Q1","median_11Q2","median_11Q3","median_11Q4","median_12Q1","median_12Q2","median_12Q3","median_12Q4","median_13Q1","median_13Q2","median_13Q3","median_13Q4","median_14Q1","median_14Q2","median_14Q3","median_14Q4","median_15Q1","median_15Q2","median_15Q3","median_15Q4","median_16Q1","median_16Q2","median_16Q3","median_16Q4","median_17Q1","median_17Q2","median_17Q3","median_17Q4","median_18Q1","median_18Q2","median_18Q3","median_18Q4"
"E01010876","West Yorkshire","Calderdale 019B",NA,NA,NA,NA,142300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180000,155000,170000,225000,NA,195000,NA,197500,NA,NA,NA,NA,450000,310000,450000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010877","West Yorkshire","Calderdale 019C",NA,NA,NA,41000,43000,37525,NA,41750,43500,44500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125000,129000,NA,NA,NA,NA,NA,NA,NA,248500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010878","West Yorkshire","Calderdale 015A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36500,NA,NA,NA,NA,NA,NA,NA,NA,132500,141000,103500,152500,105000,117250,157500,155325,163875,137500,NA,NA,NA,NA,NA,183150,NA,152000,NA,NA,NA,NA,NA,95000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010879","West Yorkshire","Calderdale 015B",NA,137500,NA,NA,NA,145000,NA,97850,NA,NA,NA,147500,120000,NA,NA,NA,NA,2e+05,126000,NA,174600,190000,160000,170000,NA,203000,NA,2e+05,NA,NA,NA,210000,NA,250000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250000,249000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010880","West Yorkshire","Calderdale 019D",NA,48000,NA,48500,NA,59000,NA,NA,51500,NA,NA,NA,NA,NA,NA,NA,NA,NA,57200,NA,NA,63500,63500,63500,90000,99950,84000,NA,NA,NA,NA,75000,NA,NA,NA,NA,NA,126250,NA,NA,NA,NA,NA,NA,NA,NA,64000,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010881","West Yorkshire","Calderdale 004A",NA,NA,NA,NA,45500,NA,NA,77500,NA,NA,NA,78950,60000,NA,NA,NA,NA,53995,63995,96995,105495,111995,70875,2e+05,218500,190000,NA,50000,NA,77500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010882","West Yorkshire","Calderdale 004B",83975,80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010883","West Yorkshire","Calderdale 004C",NA,NA,110000,NA,114500,NA,63500,57500,NA,NA,71500,NA,NA,NA,NA,NA,75000,NA,80000,NA,NA,NA,NA,250000,60000,148000,134000,135000,161497.5,174495,179120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440000,NA,NA,330000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010884","West Yorkshire","Calderdale 022A",NA,NA,68200,NA,NA,NA,145000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145995,180995,183500,193497.5,202495,202495,NA,NA,102500,NA,128000,135000,150000,NA,NA,NA,249900,NA,NA,40000,NA,NA,111000,NA,209495,NA,136500,NA,NA,152497.5,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010885","West Yorkshire","Calderdale 022B",NA,NA,NA,NA,NA,120000,NA,NA,NA,50500,65000,NA,NA,60000,NA,NA,59000,NA,NA,NA,NA,NA,NA,128000,NA,NA,180000,185000,NA,185000,225000,118300,NA,299950,143950,149950,330000,NA,99950,NA,76950,109475,253750,NA,115000,121750,110000,NA,90500,106000,NA,NA,NA,NA,250000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225000,NA,NA,NA,NA,NA,NA,NA,NA,215000,249500,NA,188475,249950,225000,197250,185000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010886","West Yorkshire","Calderdale 022C",NA,NA,NA,NA,NA,NA,NA,NA,20000,29000,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67500,NA,NA,NA,240000,NA,NA,NA,369995,NA,NA,NA,NA,NA,265745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010887","West Yorkshire","Calderdale 004D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266250,NA,NA,NA,NA,NA,189750,210000,NA,210000,262500,275000,295000,297000,295000,NA,NA,NA,NA,NA,NA,272000,NA,NA,237500,230000,250000,NA,NA,NA,NA,NA,245000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010888","West Yorkshire","Calderdale 004E",NA,NA,45000,NA,21500,NA,NA,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105500,NA,187000,150000,118000,NA,NA,130000,NA,NA,NA,NA,NA,130000,NA,138359,125000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153000,NA,NA,NA,NA,NA,NA,NA,190999,170644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010889","West Yorkshire","Calderdale 025A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219950,34000,194500,249950,159960,156950,153950,180885,188760,199950,165000,199250,NA,92931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125000,122000,1e+05,NA,NA,125000,106250,107000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010890","West Yorkshire","Calderdale 025B",NA,50995,51495,58995,49745,54472.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,144875,155000,126000,NA,NA,NA,NA,95000,NA,NA,NA,125000,124644,120000,NA,NA,NA,NA,NA,75000,125000,121674,120330,54136,NA,116000,NA,NA,NA,NA,NA,NA,85000,143950,NA,64000,NA,NA,117000,NA,NA,111000,NA,NA,NA,NA,NA,99950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010891","West Yorkshire","Calderdale 024A",NA,NA,NA,NA,NA,89000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67500,67500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169995,165995,184995,147500,150000,31225,121995,NA,179997.5,NA,NA,79547.5,NA,NA,NA,NA,NA,NA,245000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335000,NA,NA,NA,255000,NA,NA,NA,NA,NA
"E01010892","West Yorkshire","Calderdale 024B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55000,NA,NA,NA,NA,NA,89500,86500,88500,90950,117500,92400,69500,69500,117995,107995,126995,144995,144495,82997.5,137495,122000,135995,140995,184995,NA,184995,181500,184995,208495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010893","West Yorkshire","Calderdale 025C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010894","West Yorkshire","Calderdale 025D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90000,NA,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010895","West Yorkshire","Calderdale 024C",NA,NA,NA,117500,NA,NA,62750,NA,NA,NA,NA,NA,NA,NA,119500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010896","West Yorkshire","Calderdale 026A",NA,NA,NA,NA,NA,NA,NA,NA,70000,NA,NA,53725,68000,61950,69995,59950,56953,92475,59950,NA,56995,NA,119950,NA,NA,124950,124950,NA,NA,NA,340000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195000,205000,210000,315000,NA,250000,NA,NA,NA,NA,NA,250000,NA,NA,292500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010897","West Yorkshire","Calderdale 026B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,190850,142500,212500,2e+05,85000,NA,NA,135000,315000,210000,245000,NA,NA,NA,4e+05,NA,NA,NA,NA,185000,NA,NA,NA,302500,NA,NA,172500,247000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010898","West Yorkshire","Calderdale 026C",NA,NA,48475,NA,NA,NA,44500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43000,NA,NA,NA,NA,NA,NA,77475,80475,82950,82950,93000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137450,134950,NA,NA,143950,174950,179950,NA,NA,195000,125000,134950,119950,119950,NA,NA,NA,1e+05,NA,1e+05,1e+05,NA,NA,NA,NA,NA,NA,NA,1e+05,95000,1e+05,1e+05,1e+05,NA,NA,NA,285000,NA,NA,NA,NA,NA,79950,75000,89950,89950,87475,93975,1e+05,92500,1e+05,NA,NA,NA,NA
"E01010899","West Yorkshire","Calderdale 026D",70000,107500,NA,NA,102000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215000,207500,215000,212500,192500,NA,NA,NA,NA,NA,NA,NA,NA,NA,292000,218000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010900","West Yorkshire","Calderdale 026E",NA,90000,32000,NA,127500,NA,NA,74500,150000,40000,NA,35000,NA,NA,NA,NA,NA,182500,NA,NA,NA,NA,NA,NA,NA,85000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55000,NA,NA,NA,NA,275500,NA,NA,NA,NA,NA,NA,NA,NA,NA,134500,NA,NA,NA,NA,NA,310000,NA,NA,167500,NA,NA,NA,NA,NA,NA,NA,97000,97000,NA,95000,104995,NA,105000,NA,NA,381000,NA,225000,220000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010901","West Yorkshire","Calderdale 025E",112500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,72497.5,122200,126247.5,139750,132750,125250,157500,139995,NA,NA,75000,50000,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225000,153000,153000,NA,173000,NA,NA,NA,130000,135000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309995,74145,287495,299995,357495,326245.5,232495,384995,371670.5,NA,261497.5,370995,NA,NA,NA,NA,NA
"E01010902","West Yorkshire","Calderdale 026F",NA,NA,NA,NA,NA,NA,64950,68950,40500,64950,NA,48225,54725,NA,NA,NA,60662.5,56412.5,42950,66475,61250,51500,50750,54950,59950,NA,NA,70500,NA,179000,NA,144950,124950,129950,NA,128950,140500,NA,50000,NA,NA,NA,NA,125000,125000,NA,NA,NA,181000,NA,NA,110000,NA,135000,NA,NA,NA,NA,120000,1e+05,185000,NA,195000,179950,NA,NA,NA,NA,147500,162000,NA,95000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010903","West Yorkshire","Calderdale 025F",117500,NA,110000,113475,121975,42950,67750,NA,NA,126000,NA,105000,NA,NA,NA,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193000,NA,NA,NA,NA,NA,165000,NA,NA,NA,NA,NA,90000,NA,239997.5,187497.5,189995,221000,194995,NA,NA,NA,176000,NA,NA,NA,159950,NA,NA,147500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010904","West Yorkshire","Calderdale 011A",NA,NA,NA,NA,63000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65000,67000,NA,NA,NA,NA,NA,NA,112000,108500,115000,112000,NA,NA,NA,142500,145000,NA,NA,NA,NA,57500,NA,NA,NA,181547.5,187000,NA,NA,202225,NA,204950,NA,NA,179950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175950,239950,266950,157950,241700,188950,161950,177450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010905","West Yorkshire","Calderdale 015C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114995,144995,114995,89995,114995,119747.5,104995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97500,125000,NA,NA,NA,NA,NA,NA,NA,290000,NA,224995,4e+05,181995,218495,323747.5,285000,227495,105996,249995,88000,188747.5,270000,265000,275995,249995,262995,242500,NA,521975,437500,472500,492499,NA,499999,534000,430000,454950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572495,414995,530750,289995,439995,298495,309995,294995,314995,NA
"E01010906","West Yorkshire","Calderdale 011B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010907","West Yorkshire","Calderdale 011C",NA,NA,NA,NA,NA,NA,104000,140000,NA,180000,132950,133000,136975,132475,136975,127250,129950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230000,235000,NA,NA,3e+05,250500,261000,NA,NA,NA,NA,NA,NA,NA,100050,NA,NA,NA,NA,NA,NA,208000,NA,NA,NA,1e+05,NA,142950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499995,607497.5
"E01010908","West Yorkshire","Calderdale 015D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,NA,NA,154972.5,182497.5,151995,162495,174995,185995,139995,130000,127360,184000,119725,183500,160000,187950,113495,104173,107346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330000,NA,NA,337450,339950,NA,424975,339950,NA,NA,NA,NA,NA
"E01010909","West Yorkshire","Calderdale 011D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123000,126000,NA,82995,99995,83425,80347.5,74150,74350,74150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,NA,148750,177500,4e+05,NA,NA,196500,NA,NA,NA,112000,NA,107500,111105,NA,NA,NA,NA,NA,250000,2e+05,207000,205000,235000,NA,175000,NA,NA,NA,176450,170450,278450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010910","West Yorkshire","Calderdale 015E",NA,NA,NA,NA,NA,NA,37950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489950,515000,393000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010911","West Yorkshire","Calderdale 001A",NA,NA,NA,59950,NA,69950,69950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98750,101750,64475,69950,69950,NA,74950,NA,NA,NA,NA,NA,NA,NA,NA,NA,112000,97745,96995,112995,108245,121995,131995,120995,124995,222975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010912","West Yorkshire","Calderdale 001B",NA,35000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76000,NA,NA,NA,NA,62500,NA,174000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010913","West Yorkshire","Calderdale 001C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249950,NA,NA,249000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010914","West Yorkshire","Calderdale 002A",NA,NA,18000,27000,NA,NA,NA,NA,22500,NA,NA,8125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165000,135000,170000,136495,128995,150000,157995,170000,160000,159995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010915","West Yorkshire","Calderdale 001D",55712.5,NA,49450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49950,50950,71972.5,66972.5,104995,89995,81495,106495,106495,114995,89995,100995,116995,117497.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192000,NA,NA,NA,NA,215000,NA,NA,NA,NA,NA,NA,NA,NA,235000,NA,NA,NA,NA,NA,147000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010916","West Yorkshire","Calderdale 005A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135000,124000,NA,NA,NA,NA,250000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E01010917","West Yorkshire","Calderdale 007A",109950,112110,108950,NA,NA,NA,NA,NA,NA,NA,50000,NA,NA,NA,NA,NA,NA,156300,NA,120000,34000,NA,NA,NA,NA,236500,NA,NA,NA,NA,NA,145000,160000,179950,NA,NA,NA,NA,NA,NA,NA,NA,NA,215000,NA,NA,183750,115000,NA,164000,NA,NA,NA,NA,249995,185000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146250,NA,124950,NA,NA,NA,NA,NA,NA,235000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
