"lsoa11cd","CAUTH18NM","lsoa11nm","count_95Q1","count_95Q2","count_95Q3","count_95Q4","count_96Q1","count_96Q2","count_96Q3","count_96Q4","count_97Q1","count_97Q2","count_97Q3","count_97Q4","count_98Q1","count_98Q2","count_98Q3","count_98Q4","count_99Q1","count_99Q2","count_99Q3","count_99Q4","count_00Q1","count_00Q2","count_00Q3","count_00Q4","count_01Q1","count_01Q2","count_01Q3","count_01Q4","count_02Q1","count_02Q2","count_02Q3","count_02Q4","count_03Q1","count_03Q2","count_03Q3","count_03Q4","count_04Q1","count_04Q2","count_04Q3","count_04Q4","count_05Q1","count_05Q2","count_05Q3","count_05Q4","count_06Q1","count_06Q2","count_06Q3","count_06Q4","count_07Q1","count_07Q2","count_07Q3","count_07Q4","count_08Q1","count_08Q2","count_08Q3","count_08Q4","count_09Q1","count_09Q2","count_09Q3","count_09Q4","count_10Q1","count_10Q2","count_10Q3","count_10Q4","count_11Q1","count_11Q2","count_11Q3","count_11Q4","count_12Q1","count_12Q2","count_12Q3","count_12Q4","count_13Q1","count_13Q2","count_13Q3","count_13Q4","count_14Q1","count_14Q2","count_14Q3","count_14Q4","count_15Q1","count_15Q2","count_15Q3","count_15Q4","count_16Q1","count_16Q2","count_16Q3","count_16Q4","count_17Q1","count_17Q2","count_17Q3","count_17Q4","count_18Q1","count_18Q2","count_18Q3","count_18Q4"
"E01010866","West Yorkshire","Bradford 060E",5,7,4,6,2,4,8,8,5,7,8,7,5,8,7,10,8,12,14,14,5,11,10,9,11,6,9,12,14,5,15,14,16,11,17,12,12,14,15,14,8,10,22,14,11,14,15,18,16,10,18,6,8,6,3,4,2,1,4,5,NA,2,4,6,3,3,4,2,2,2,3,2,3,1,6,6,6,5,6,5,3,10,7,9,2,5,12,1,4,5,3,8,7,6,7,6
"E01010867","West Yorkshire","Bradford 059G",4,1,2,3,4,4,3,5,4,3,3,4,9,9,7,20,18,10,16,10,17,9,8,9,6,8,5,7,7,3,9,16,6,4,9,9,7,10,9,5,5,3,5,7,10,19,9,16,12,14,9,10,1,6,NA,2,NA,3,1,NA,1,7,4,4,3,NA,3,4,1,NA,1,10,5,10,6,12,9,8,8,13,11,17,6,15,8,10,12,2,NA,6,7,7,5,7,6,11
"E01010868","West Yorkshire","Bradford 061A",8,5,1,7,6,2,6,7,7,1,NA,4,5,3,5,5,4,7,10,3,5,7,3,4,4,7,10,7,8,16,18,12,12,9,7,6,14,8,9,11,7,7,9,8,9,7,5,13,3,10,9,14,6,6,4,2,1,1,1,3,3,4,3,1,2,3,NA,1,2,1,2,3,3,5,5,2,6,7,4,4,6,7,9,3,4,3,3,3,3,1,3,4,5,2,2,10
"E01010869","West Yorkshire","Bradford 061B",3,11,9,9,7,11,4,8,5,8,9,9,4,3,6,7,7,10,13,13,8,9,3,12,6,11,9,15,9,12,15,13,10,19,17,6,9,11,16,13,11,8,8,13,10,14,10,16,14,15,17,5,4,4,3,6,5,3,6,3,4,2,5,NA,5,4,2,4,1,3,3,8,NA,2,2,9,5,3,5,7,6,10,6,12,6,6,5,11,8,16,9,16,10,8,6,13
"E01010870","West Yorkshire","Bradford 061C",4,7,9,5,6,5,7,7,5,8,6,5,2,4,7,11,7,12,8,11,5,11,8,12,8,11,14,4,16,7,4,14,7,5,14,16,8,7,12,10,3,6,9,9,6,8,13,10,13,12,9,6,2,4,2,2,1,3,6,5,3,1,2,5,3,3,5,5,4,3,4,2,2,2,5,4,4,4,5,9,2,2,7,8,10,10,3,5,5,6,4,12,3,6,3,6
"E01010871","West Yorkshire","Bradford 061D",6,13,13,11,11,18,16,11,6,7,17,15,7,9,11,6,5,9,16,9,7,12,10,18,10,20,21,17,17,18,27,16,13,15,18,10,10,19,18,13,12,18,15,17,14,17,20,23,11,12,17,12,18,13,10,6,7,5,7,7,4,7,7,5,4,3,4,8,5,4,3,6,3,5,2,8,6,6,5,9,10,6,16,8,9,10,12,24,8,7,10,17,12,11,5,13
"E01010872","West Yorkshire","Bradford 061E",2,5,3,2,6,3,2,5,7,6,2,4,2,3,2,8,4,5,7,4,3,2,3,4,1,3,5,7,5,6,6,10,2,6,4,8,1,9,6,2,2,5,8,7,1,5,2,9,6,11,5,8,3,2,3,3,1,1,5,1,1,1,NA,2,NA,2,2,1,1,3,6,3,1,2,4,3,3,4,4,3,2,3,16,11,8,5,15,14,9,17,5,8,6,4,4,6
"E01010873","West Yorkshire","Bradford 061F",1,4,2,5,5,8,2,6,6,7,5,5,1,7,3,9,2,1,7,6,1,13,7,10,5,6,5,6,8,6,4,4,2,3,5,7,4,2,2,4,2,2,5,2,7,1,11,9,6,5,7,6,2,6,2,1,1,3,3,1,2,4,3,4,2,3,1,2,2,4,3,4,2,NA,1,6,1,4,3,8,3,5,8,5,7,4,6,1,6,5,11,6,1,4,7,1
"E01010874","West Yorkshire","Bradford 059H",6,2,5,7,4,NA,3,4,2,1,5,NA,2,6,3,7,8,3,1,6,8,2,5,2,4,2,8,4,4,6,3,3,1,8,8,7,5,6,7,7,6,5,5,3,14,12,4,6,5,4,3,4,3,4,3,1,3,5,3,3,6,7,2,5,6,3,3,3,3,2,1,5,NA,4,3,1,4,5,4,1,5,4,5,9,12,5,5,4,6,7,7,4,8,5,6,10
"E01010875","West Yorkshire","Calderdale 019A",7,6,8,4,6,2,9,11,5,9,7,7,7,21,12,15,5,11,3,8,4,6,7,6,5,12,10,15,6,14,13,11,10,7,15,9,9,4,3,8,5,6,11,5,5,4,6,8,11,11,8,6,5,4,4,2,6,7,8,6,3,8,9,6,2,1,5,5,8,5,12,10,3,7,7,6,3,8,7,10,6,13,12,7,7,9,7,15,6,8,8,9,5,6,10,11
"E01010876","West Yorkshire","Calderdale 019B",7,7,10,3,13,10,15,6,7,12,10,9,7,11,18,9,6,3,10,8,7,13,6,9,6,9,13,5,9,12,15,11,4,9,17,13,10,13,9,10,6,10,6,8,7,6,14,15,9,10,8,8,6,NA,5,5,3,2,7,9,1,12,7,6,4,6,4,5,3,5,6,4,3,8,4,5,7,8,9,6,5,5,6,7,6,6,11,12,4,6,6,8,6,6,10,9
"E01010877","West Yorkshire","Calderdale 019C",9,6,15,8,9,16,18,16,14,8,5,9,8,10,8,13,6,13,22,10,12,14,10,9,14,20,24,15,14,10,17,24,12,13,19,11,12,15,13,8,12,13,7,14,14,11,11,18,5,7,14,11,9,4,3,NA,2,6,3,8,5,3,14,10,3,6,5,9,4,8,7,5,5,7,9,10,9,5,10,7,3,7,8,8,9,6,11,10,7,6,16,9,9,9,11,14
"E01010878","West Yorkshire","Calderdale 015A",10,2,11,7,9,5,7,9,5,12,13,6,7,14,10,15,8,9,15,6,7,10,12,2,6,10,20,13,14,12,22,16,13,16,13,17,9,18,37,30,14,53,26,26,18,21,15,11,12,9,10,20,13,7,6,8,3,4,5,13,4,3,4,6,5,3,7,8,10,2,8,6,8,7,3,10,8,15,10,12,11,8,7,10,10,5,9,18,9,7,16,9,14,13,11,12
"E01010879","West Yorkshire","Calderdale 015B",2,5,7,7,4,7,6,9,6,10,11,13,6,6,5,8,2,14,12,9,8,12,8,13,6,15,13,9,5,8,11,10,2,6,7,12,11,7,7,12,4,7,6,8,6,1,11,13,8,9,4,9,6,6,6,3,2,3,5,5,2,5,8,3,3,4,6,3,3,4,6,3,4,5,7,6,5,4,7,8,4,6,7,10,8,8,11,6,6,8,5,9,7,3,8,6
"E01010880","West Yorkshire","Calderdale 019D",7,2,4,3,5,6,9,1,5,9,9,3,4,3,5,5,2,5,5,6,4,8,12,18,4,6,8,7,6,7,8,14,1,5,8,8,9,7,6,5,3,5,6,8,8,9,9,9,3,9,4,2,3,1,5,4,3,NA,4,1,NA,1,4,2,1,NA,3,2,4,4,3,2,3,2,5,3,6,6,3,5,2,3,3,5,4,NA,5,3,1,5,3,6,1,3,4,6
"E01010881","West Yorkshire","Calderdale 004A",7,6,4,7,5,7,1,4,2,5,10,6,5,6,2,7,5,12,25,13,12,14,20,11,8,13,8,10,9,10,10,10,6,6,10,13,8,7,5,4,5,3,8,5,3,9,7,9,8,11,15,8,NA,8,3,3,2,3,8,6,6,7,7,3,5,5,8,3,3,3,5,6,7,2,3,12,3,10,6,8,7,11,7,4,12,5,5,6,8,10,8,6,3,7,12,7
"E01010882","West Yorkshire","Calderdale 004B",7,6,6,4,5,6,3,7,8,3,9,8,7,8,9,5,4,7,14,6,11,7,6,5,3,5,9,5,5,4,8,6,7,7,5,10,1,6,9,5,1,4,7,5,9,5,8,5,2,5,10,3,6,4,7,3,1,4,4,15,4,3,4,3,1,5,2,5,1,NA,3,2,4,6,8,2,4,2,6,5,4,2,4,6,2,4,3,8,7,4,8,7,3,11,4,5
"E01010883","West Yorkshire","Calderdale 004C",5,9,8,7,6,2,4,10,3,7,9,7,4,8,5,6,8,5,13,18,2,4,12,13,9,10,10,7,13,6,15,7,4,5,8,10,6,11,5,4,4,4,7,7,5,12,4,6,6,6,2,7,5,5,4,6,3,1,4,4,1,6,3,3,2,2,NA,9,2,2,5,3,2,1,13,5,3,4,5,8,5,2,6,12,6,6,5,7,8,4,8,11,6,5,7,9
"E01010884","West Yorkshire","Calderdale 022A",3,3,10,1,1,1,5,5,4,3,7,3,6,5,7,3,3,10,11,6,5,4,6,5,8,3,8,7,7,7,9,18,12,15,4,4,8,12,13,7,4,8,6,8,3,9,8,5,9,7,10,11,3,7,4,9,NA,8,8,8,4,2,3,2,1,2,4,4,2,6,4,5,1,2,2,6,3,6,8,8,5,8,10,8,4,5,8,9,9,5,9,9,11,7,6,5
"E01010885","West Yorkshire","Calderdale 022B",2,6,5,5,7,9,4,7,6,7,5,8,5,6,9,12,3,4,4,7,6,8,6,12,11,10,7,10,5,14,10,15,11,8,9,16,8,10,11,7,9,8,8,7,12,17,11,6,11,11,4,4,7,6,7,2,3,5,6,3,3,2,1,3,NA,3,6,2,1,4,2,1,5,4,3,7,7,6,10,9,7,11,7,4,7,4,7,3,12,4,14,13,7,6,11,7
"E01010886","West Yorkshire","Calderdale 022C",7,3,2,2,4,5,NA,2,5,5,1,3,1,4,5,5,3,7,6,5,5,2,7,4,1,NA,2,7,6,4,8,6,2,5,6,9,3,5,10,2,1,8,5,4,3,5,5,8,1,9,6,5,2,7,1,6,4,1,NA,4,4,1,3,3,3,9,5,6,1,2,3,2,3,1,2,1,1,6,2,2,2,3,3,2,4,3,1,6,3,5,4,4,2,8,2,7
"E01010887","West Yorkshire","Calderdale 004D",5,5,8,13,6,7,5,9,8,4,7,6,10,8,7,8,3,6,10,11,12,9,12,5,14,6,15,12,9,2,13,12,8,8,9,8,10,5,11,10,5,6,6,6,7,22,1,9,5,15,3,8,7,6,4,4,4,3,1,6,5,3,9,5,7,4,3,3,5,3,6,6,1,3,6,6,7,4,4,7,3,9,8,6,8,9,7,3,1,8,8,11,5,7,8,11
"E01010888","West Yorkshire","Calderdale 004E",8,6,15,11,14,11,12,20,11,14,15,10,10,12,18,15,15,13,19,22,11,17,10,16,11,13,19,17,13,15,18,16,12,11,21,27,10,7,13,14,12,13,19,18,12,13,17,12,7,11,11,13,25,4,11,4,2,9,10,13,10,9,10,11,9,4,6,7,7,5,7,9,1,7,14,8,6,6,8,14,9,14,29,30,24,8,16,9,12,12,19,13,11,17,5,17
"E01010889","West Yorkshire","Calderdale 025A",4,4,4,4,1,1,2,1,3,4,2,NA,4,1,2,3,2,4,5,8,2,2,4,1,5,5,1,4,1,8,2,2,4,5,4,8,2,6,4,2,NA,5,6,6,8,9,3,43,8,10,14,41,5,2,3,NA,9,3,4,5,2,3,7,NA,NA,1,4,5,2,3,1,NA,1,1,3,8,5,6,4,5,9,1,2,3,4,4,1,1,4,2,4,2,6,4,4,8
"E01010890","West Yorkshire","Calderdale 025B",4,20,19,15,17,9,3,5,4,8,6,7,6,4,3,10,4,6,6,8,7,7,11,7,10,3,4,9,11,12,12,27,8,7,14,14,10,9,8,16,8,20,9,11,7,5,10,9,10,10,34,20,34,16,4,8,3,3,NA,2,2,3,8,4,3,4,3,5,3,4,3,4,NA,3,17,19,11,12,5,23,11,18,32,13,12,8,10,15,7,10,17,12,10,NA,9,11
"E01010891","West Yorkshire","Calderdale 024A",2,4,7,9,4,6,4,3,5,4,7,2,5,7,6,5,2,5,16,2,6,5,6,8,6,4,8,5,6,9,2,5,5,8,12,12,8,6,9,4,1,7,6,6,4,12,30,17,35,32,9,10,3,7,6,NA,9,2,5,5,2,7,5,5,2,3,5,3,4,5,2,5,3,3,2,8,4,4,2,7,7,8,3,7,8,6,6,11,6,9,6,8,7,5,14,5
"E01010892","West Yorkshire","Calderdale 024B",7,4,4,6,6,2,7,5,6,4,8,3,6,3,8,5,4,7,10,8,5,13,24,20,21,12,27,20,13,17,7,21,10,20,12,23,8,24,10,15,13,13,11,16,10,11,20,20,14,11,12,10,1,12,5,5,3,3,8,10,2,7,7,5,3,7,8,3,NA,8,6,7,3,7,10,11,6,7,5,3,3,5,5,6,9,8,13,5,6,8,6,1,6,6,8,9
"E01010893","West Yorkshire","Calderdale 025C",6,11,5,5,12,5,3,3,11,6,8,4,5,8,8,7,3,11,6,4,3,5,7,4,9,8,5,7,5,6,13,11,8,9,5,7,9,9,11,9,3,4,5,3,4,8,11,10,9,9,15,7,6,6,2,2,1,1,10,2,5,4,3,6,5,1,1,1,3,1,2,3,3,3,3,8,5,6,4,8,10,7,5,3,4,4,4,7,5,5,7,3,4,5,8,4
"E01010894","West Yorkshire","Calderdale 025D",7,9,8,5,3,9,6,5,8,11,15,6,9,19,10,10,6,12,9,14,5,13,7,13,5,13,12,15,18,17,31,20,19,17,15,16,14,18,16,16,9,12,9,17,14,15,16,15,9,15,9,12,12,11,3,6,4,4,4,8,4,2,4,8,2,7,6,5,10,4,2,8,3,7,9,14,10,9,11,12,7,7,10,12,14,6,5,9,6,11,12,22,12,13,11,9
"E01010895","West Yorkshire","Calderdale 024C",1,3,8,6,5,3,10,5,6,10,6,NA,3,5,13,1,2,4,9,7,5,6,8,3,13,6,9,6,5,8,8,7,9,4,5,12,4,8,8,5,4,3,2,5,8,13,10,9,5,9,6,4,1,3,3,3,NA,1,5,NA,3,3,3,3,2,2,4,6,2,2,3,2,2,2,8,6,2,5,7,8,6,5,7,6,5,5,7,4,5,5,8,7,5,3,6,5
"E01010896","West Yorkshire","Calderdale 026A",8,7,2,6,8,9,8,6,11,10,7,15,12,13,7,14,7,12,8,12,8,7,16,6,5,10,12,8,11,6,10,6,11,10,13,7,5,5,8,10,6,10,9,10,10,2,21,16,4,9,8,10,4,9,4,3,NA,4,9,7,5,4,11,8,1,4,8,6,5,4,6,13,2,3,4,6,6,3,5,10,5,5,10,11,5,4,8,16,4,11,7,10,5,7,13,7
"E01010897","West Yorkshire","Calderdale 026B",5,4,5,4,7,7,5,11,6,3,5,9,6,4,6,11,6,10,12,8,4,1,7,9,5,9,16,30,9,16,13,11,6,21,13,17,7,10,12,13,10,6,11,14,3,19,13,10,7,14,5,5,4,6,3,3,4,2,5,8,2,4,7,7,6,3,8,2,8,4,11,6,5,8,7,5,1,7,12,7,7,8,6,7,7,4,6,8,9,10,6,4,3,7,12,8
"E01010898","West Yorkshire","Calderdale 026C",10,8,5,7,12,4,11,9,9,12,13,12,10,12,11,18,7,14,9,11,5,14,11,17,14,10,10,20,9,19,7,16,20,12,15,17,12,15,22,20,15,10,13,14,10,17,22,21,12,8,16,19,16,5,7,4,2,3,10,6,1,15,5,8,2,2,5,4,8,13,7,4,7,7,10,5,8,13,15,11,11,8,11,60,25,12,14,11,13,12,10,7,11,11,12,14
"E01010899","West Yorkshire","Calderdale 026D",7,9,6,2,4,7,9,10,4,7,6,7,5,11,3,6,3,10,8,7,2,7,7,5,7,5,3,3,6,7,7,5,5,10,5,4,4,3,5,5,4,9,11,7,1,5,8,15,9,9,3,9,3,4,3,3,3,2,5,7,3,7,6,5,1,5,6,9,7,7,10,4,3,3,13,13,6,7,4,10,3,3,8,3,8,4,3,8,3,5,5,3,5,3,10,6
"E01010900","West Yorkshire","Calderdale 026E",4,10,9,6,4,12,3,15,6,6,16,17,3,13,6,15,2,12,10,9,9,12,6,9,6,10,10,12,8,9,7,15,8,8,4,12,9,9,16,12,7,6,8,11,7,8,10,9,9,8,10,7,6,4,1,9,2,1,5,9,1,6,9,5,8,3,5,5,3,5,1,10,2,12,12,10,3,10,9,12,5,9,6,10,8,8,6,10,9,6,3,9,6,7,7,5
"E01010901","West Yorkshire","Calderdale 025E",5,8,8,12,3,4,12,8,7,11,4,6,4,9,6,9,4,4,10,5,8,7,15,13,11,11,24,17,10,11,8,12,13,9,11,7,8,6,16,11,3,5,10,12,8,8,13,17,10,14,11,15,5,11,5,3,1,9,8,8,3,9,6,9,3,6,5,4,3,6,5,8,6,3,4,9,5,11,10,18,11,16,21,27,16,12,20,23,6,12,7,10,5,13,3,8
"E01010902","West Yorkshire","Calderdale 026F",7,4,3,3,2,3,7,9,4,6,7,4,4,4,12,7,5,8,11,13,13,9,11,8,9,11,9,10,8,11,11,15,12,17,9,16,10,9,9,6,4,6,14,8,11,9,14,13,10,11,6,11,4,9,4,3,1,1,5,8,3,8,6,5,NA,4,6,3,3,9,3,18,1,8,5,12,5,5,11,7,6,3,11,8,5,9,7,11,10,17,6,8,6,3,9,13
"E01010903","West Yorkshire","Calderdale 025F",5,7,8,6,20,16,10,5,2,5,9,5,3,10,5,14,3,10,10,9,4,5,10,6,8,9,17,6,10,14,6,10,5,8,7,10,7,9,8,9,4,4,4,8,6,12,9,9,9,9,11,7,5,4,8,1,1,9,7,15,1,7,15,10,5,5,2,6,6,4,5,8,5,10,7,6,3,5,10,10,6,12,8,7,3,6,4,12,5,2,11,10,8,8,6,6
"E01010904","West Yorkshire","Calderdale 011A",6,6,6,5,4,8,11,13,4,8,8,15,3,8,9,16,8,10,13,9,10,7,6,6,7,5,7,13,8,18,14,13,8,6,15,9,10,5,12,13,5,10,10,12,9,4,11,9,10,11,9,5,6,9,1,2,4,2,3,5,6,5,4,4,2,2,1,5,5,7,5,4,8,2,9,25,16,18,20,45,13,15,2,3,7,7,5,7,9,5,7,7,10,11,7,7
"E01010905","West Yorkshire","Calderdale 015C",6,3,9,6,2,6,8,13,4,7,4,7,4,12,10,8,4,14,14,17,11,9,11,15,4,12,8,11,9,17,4,6,7,6,10,15,12,13,11,7,2,5,9,7,5,9,7,13,8,21,16,16,10,36,11,10,8,11,8,9,7,9,10,5,4,7,8,9,4,8,6,8,5,7,7,10,3,2,16,14,5,6,13,8,11,3,20,14,14,19,21,24,12,14,14,9
"E01010906","West Yorkshire","Calderdale 011B",5,5,7,4,1,4,5,4,7,6,8,7,8,9,9,7,3,5,11,11,6,3,5,3,3,9,5,4,5,10,7,9,4,6,3,11,7,5,5,7,1,9,14,3,7,6,10,9,7,6,10,7,7,3,2,3,1,5,9,5,1,7,3,1,4,5,6,4,6,5,6,4,6,6,13,7,4,7,6,2,6,5,6,4,8,5,11,7,4,4,7,7,4,10,6,3
"E01010907","West Yorkshire","Calderdale 011C",4,3,3,5,7,5,10,9,1,12,10,21,11,13,9,10,6,3,10,7,7,15,11,12,2,10,7,15,4,11,9,8,8,14,18,15,9,11,4,7,4,9,8,12,6,5,8,9,3,6,15,9,5,7,5,3,1,3,5,3,2,5,4,1,2,2,6,6,3,4,4,5,5,8,8,4,2,4,5,2,6,4,7,9,13,7,6,4,4,8,9,6,2,4,10,10
"E01010908","West Yorkshire","Calderdale 015D",4,9,9,6,11,8,4,14,8,5,8,6,2,10,6,3,7,11,9,13,7,5,7,4,11,12,7,14,12,13,13,6,10,15,24,45,16,36,25,28,30,24,19,35,21,19,18,30,27,27,19,17,8,7,10,7,3,6,5,9,NA,2,10,8,7,4,7,7,3,5,3,7,11,9,12,19,8,10,16,12,2,11,14,12,15,6,18,15,5,13,9,10,12,13,9,8
"E01010909","West Yorkshire","Calderdale 011D",9,6,2,4,4,8,7,10,2,6,7,4,8,11,5,7,7,7,12,7,5,19,12,12,6,5,15,7,12,13,13,10,4,3,8,15,8,8,9,12,9,4,19,11,6,16,13,14,12,12,11,8,4,5,6,3,1,6,22,3,4,3,9,5,5,9,5,3,6,6,5,2,8,3,9,25,7,8,9,13,10,9,28,8,5,3,8,6,4,5,8,6,7,6,6,8
"E01010910","West Yorkshire","Calderdale 015E",4,3,1,2,2,3,8,4,3,7,2,1,2,2,6,2,1,4,3,2,7,3,2,3,2,2,3,3,5,8,5,11,5,2,2,3,1,4,4,3,1,4,5,5,7,3,4,7,6,5,5,5,NA,4,1,2,2,1,1,3,NA,3,3,6,1,2,7,5,2,3,1,1,6,4,6,5,4,5,5,1,2,7,3,5,2,2,2,NA,4,5,3,7,5,3,4,4
"E01010911","West Yorkshire","Calderdale 001A",7,9,7,7,2,7,4,10,8,7,6,11,5,9,6,5,7,9,7,8,3,11,3,4,5,8,11,17,9,9,9,6,4,7,12,6,9,8,12,7,7,9,14,34,21,33,33,14,11,10,31,15,5,8,6,3,5,1,7,4,6,2,3,3,2,6,4,3,3,6,8,7,2,5,6,9,8,5,6,8,5,6,6,9,11,6,5,9,9,6,11,14,11,11,7,10
"E01010912","West Yorkshire","Calderdale 001B",3,7,2,3,1,5,5,2,2,4,7,4,5,NA,2,NA,2,6,5,8,4,1,2,3,6,5,5,12,4,2,9,4,4,6,7,9,6,4,4,6,4,5,5,4,6,7,6,6,4,3,3,7,5,11,2,2,3,2,NA,3,1,5,3,1,2,NA,4,NA,1,2,2,NA,6,4,4,NA,1,3,4,5,NA,5,6,6,4,2,1,3,2,4,4,7,3,3,5,4
"E01010913","West Yorkshire","Calderdale 001C",11,6,4,2,1,6,3,5,2,9,6,7,7,1,4,4,3,7,3,6,1,6,12,6,2,11,3,7,3,5,10,6,4,3,8,8,3,3,9,3,2,3,3,5,4,11,7,7,4,10,3,4,2,1,4,3,1,4,4,10,4,4,3,NA,NA,4,4,6,4,2,3,1,3,6,2,2,7,5,7,5,1,4,1,7,8,6,4,7,9,3,2,5,2,4,10,3
"E01010914","West Yorkshire","Calderdale 002A",3,5,7,5,5,3,4,4,4,4,6,6,5,4,1,6,3,7,6,5,1,10,2,9,9,9,10,9,5,6,8,4,7,11,8,7,6,10,5,4,2,8,24,18,25,21,40,28,13,9,6,10,7,7,5,2,4,2,4,8,6,1,5,4,7,2,3,3,4,1,4,5,2,4,5,6,3,5,5,5,6,4,6,9,4,5,4,6,9,3,4,8,5,2,5,5
"E01010915","West Yorkshire","Calderdale 001D",6,5,3,4,5,3,3,1,4,4,2,11,3,5,8,7,11,20,27,8,7,10,10,12,15,12,10,6,10,11,12,16,5,6,18,8,9,7,8,3,4,8,7,8,8,13,11,9,10,8,10,7,4,2,4,1,2,2,4,4,6,5,NA,6,2,4,3,3,1,4,1,4,1,7,3,4,3,6,6,6,5,6,6,9,10,6,12,3,10,9,10,9,4,5,7,6
"E01010916","West Yorkshire","Calderdale 005A",4,2,2,2,4,6,2,7,1,7,3,9,3,4,6,5,4,12,8,7,7,7,4,5,10,8,7,10,4,10,3,8,4,7,5,3,13,8,3,8,2,7,7,5,8,14,17,16,10,15,6,4,4,4,2,3,NA,1,4,1,NA,1,3,3,2,3,2,6,4,2,2,1,3,NA,3,5,4,2,4,3,3,3,2,1,7,2,4,2,3,1,5,3,2,2,7,5
"E01010917","West Yorkshire","Calderdale 007A",4,9,14,7,12,5,10,12,6,10,12,18,5,10,13,9,5,14,19,14,15,5,15,7,9,7,17,9,11,11,15,19,8,17,10,16,4,12,9,7,5,11,8,9,11,15,9,13,10,15,15,10,5,6,6,4,7,7,12,10,6,6,6,10,4,4,6,14,2,6,3,7,4,6,11,13,6,11,10,15,5,8,11,12,9,10,16,16,5,20,15,10,10,15,11,15
"E01010918","West Yorkshire","Calderdale 007B",4,10,6,4,5,12,7,5,6,4,4,9,4,2,12,8,6,11,12,11,7,6,6,5,7,6,11,7,11,9,11,6,6,9,13,12,12,5,8,5,4,10,6,4,5,12,4,11,13,8,12,4,1,4,2,4,4,2,9,3,1,5,5,6,2,5,5,8,3,5,2,4,3,7,8,12,4,4,21,10,4,5,6,3,6,6,8,7,7,6,7,11,7,8,4,15
"E01010919","West Yorkshire","Calderdale 007C",2,10,10,12,6,6,9,7,10,10,9,4,4,4,9,3,4,7,9,6,6,8,7,11,6,9,5,11,7,7,10,4,6,7,6,11,11,18,18,8,9,15,52,13,10,9,14,7,8,10,11,10,6,6,3,4,NA,4,11,8,1,4,4,9,3,3,7,2,1,NA,5,14,3,7,2,10,3,5,8,9,3,3,11,5,11,4,7,13,6,5,14,13,5,6,12,5
"E01010920","West Yorkshire","Calderdale 007D",NA,8,12,4,5,8,10,13,5,8,10,13,11,3,9,12,12,8,8,6,8,10,9,9,7,8,11,8,5,7,9,9,7,7,8,8,4,4,5,5,8,12,14,17,8,9,10,9,7,16,13,9,8,3,3,3,3,6,6,10,6,5,11,7,2,4,6,4,2,2,4,2,5,1,5,12,10,5,5,14,4,11,14,4,12,9,4,9,10,9,14,10,5,10,7,10
"E01010921","West Yorkshire","Calderdale 007E",3,6,5,5,1,3,3,6,5,3,6,10,4,11,6,12,9,9,19,11,5,12,8,7,8,9,9,5,2,8,19,1,5,11,14,10,11,17,11,7,NA,7,5,NA,2,2,14,12,3,9,4,4,7,5,6,2,2,3,4,7,3,NA,5,4,3,4,4,3,7,4,3,7,4,2,4,10,5,4,7,2,7,4,6,8,5,3,6,9,8,7,9,3,8,6,5,4
"E01010922","West Yorkshire","Calderdale 020A",5,9,10,7,6,10,14,8,11,12,8,12,13,4,10,10,7,8,9,10,12,19,7,13,6,8,15,12,6,8,10,7,8,17,12,13,7,11,12,5,7,13,10,14,14,17,35,17,13,12,18,9,7,4,7,6,1,5,10,12,7,10,11,6,4,1,6,2,3,4,3,3,5,6,13,13,16,7,7,13,8,17,20,11,7,3,14,9,8,14,17,14,7,6,13,10
"E01010923","West Yorkshire","Calderdale 004F",4,6,6,5,7,8,12,9,6,11,10,6,2,6,7,4,9,9,10,10,15,11,8,5,6,14,12,8,10,23,21,13,8,3,20,24,9,16,17,9,11,7,11,10,12,14,21,15,8,13,15,19,13,21,7,4,4,4,2,7,3,7,6,3,6,5,7,10,6,9,8,8,9,4,12,9,9,14,11,11,7,7,7,10,8,7,10,5,6,18,13,12,10,21,10,7
"E01010924","West Yorkshire","Calderdale 002B",NA,NA,NA,1,NA,2,1,1,2,2,2,1,1,NA,2,1,1,1,2,4,4,NA,3,5,1,3,4,3,2,2,4,NA,2,1,NA,2,1,1,NA,2,NA,3,2,1,4,1,5,1,4,3,1,1,1,NA,1,NA,NA,2,NA,NA,2,1,2,1,1,1,1,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,4,1,29,2,3,3,2,3,2,4,1,NA,2,1,2,1,3,2
"E01010925","West Yorkshire","Calderdale 002C",2,6,NA,2,1,4,2,4,NA,1,5,2,3,2,2,6,2,2,5,4,7,3,5,4,2,2,4,9,5,7,2,6,3,NA,11,2,4,5,3,6,3,4,5,2,7,3,6,NA,2,4,6,3,1,4,NA,3,NA,2,4,2,1,2,1,1,1,NA,NA,1,4,2,NA,2,3,2,2,4,4,4,5,4,2,2,1,1,1,4,8,2,4,9,5,7,8,2,4,3
"E01010926","West Yorkshire","Calderdale 002D",1,1,2,2,2,NA,NA,1,2,2,3,NA,1,1,1,1,1,NA,3,1,4,2,NA,3,NA,2,1,2,3,2,3,1,5,2,4,3,7,NA,3,2,NA,3,4,6,2,3,8,8,9,13,6,2,3,5,2,NA,1,NA,1,NA,NA,NA,2,NA,1,2,1,1,NA,NA,3,1,1,NA,1,4,2,NA,3,3,3,1,3,2,2,1,6,4,2,7,1,2,3,NA,5,NA
