"lsoa11cd","CAUTH18NM","lsoa11nm","r_rank","h_rank","g_rank","e_rank","r_exp","h_exp","g_exp","e_exp","ahah","r_ahah","d_ahah","r_dec","h_dec","g_dec","e_dec","gpp_dist","ed_dist","dent_dist","pharm_dist","gamb_dist","ffood_dist","pubs_dist","leis_dist","blue_dist","off_dist","tobac_dist","green_pas","green_act","ur","no2_mean","pm10_mean","so2_mean","d_gpp_dist","d_ed_dist","d_pharm_dist","d_dent_dist","d_gamb_dist","d_ffood_dist","d_pubs_dist","d_leis_dist","d_blue_dist","d_off_dist","d_tobac_dist","d_green_pas","d_green_act","d_no2_mean","d_pm10_mean","d_so2_mean"
"E01010578","West Yorkshire","Bradford 015A",31255,18976,6154,11739,30.921847646032,13.7026960039646,3.6183167865323,7.48148594998861,13.9310865966294,6440,2,8,5,2,3,1.80231707317073,8.61268292682927,1.03134146341463,0.683292682926829,1.19475609756098,0.905121951219512,0.718780487804878,1.17170731707317,0.59390243902439,1.02268292682927,1.06109756097561,0.55480101998,0.465,1,8.96323664983114,9.94685808817546,1.11213511228561,8,6,4,5,6,7,7,3,1,9,9,3,6,4,2,6
"E01010579","West Yorkshire","Bradford 010A",28552,20953,25056,12888,25.8768769381052,15.7420535598749,20.6575367672988,8.36360145972103,17.66001718125,14176,4,7,6,7,4,1.39530612244898,8.45122448979592,0.850816326530612,1.26448979591837,1.27795918367347,0.894489795918367,1.11061224489796,1.26795918367347,2.12632653061224,1.26734693877551,1.06632653061224,0.19259499891,0.5,1,9.58229248622605,10.1142952601387,1.1245492781175,7,6,8,4,5,7,5,3,6,8,9,6,6,4,3,6
"E01010580","West Yorkshire","Bradford 010B",17168,24222,30860,12964,11.9838215085456,19.5697238477881,30.1119289017664,8.42315890022258,17.5221582895807,13857,4,5,6,8,4,1.09274193548387,8.71209677419355,1.65145161290323,0.993870967741936,1.8858064516129,1.71112903225806,1.79548387096774,2.01677419354839,2.48758064516129,2.04564516129032,1.88177419354839,0.10410098528,0.54,1,9.59118394840286,10.1219138164871,1.12987715834155,5,6,6,7,4,4,3,5,7,6,7,8,7,4,3,6
"E01010581","West Yorkshire","Bradford 015B",22620,17665,12156,14042,17.6143531130751,12.4436641129124,7.79772986842998,9.28497533091731,11.7851806063337,3297,1,6,5,3,4,0.756785714285714,7.70571428571429,1.43714285714286,0.756785714285714,1.33071428571429,1.42464285714286,1.36107142857143,1.63428571428571,0.6825,1.69428571428571,1.57035714285714,0.135455691,0.38,1,9.96752834320068,10.2562294006348,1.17260682582855,4,5,5,7,5,5,4,4,2,7,8,7,4,4,3,6
"E01010582","West Yorkshire","Bradford 015C",34309,8245,5371,13890,38.3853549193869,4.98981844511994,3.12508080040232,9.1614843761278,13.9154346352592,6412,2,9,2,2,4,0.623035714285714,7.70446428571429,0.585535714285714,0.580357142857143,0.876071428571429,0.604821428571429,0.745178571428571,0.944107142857143,0.65,0.957857142857143,0.776607142857143,0.24781145359,0.28,1,9.91640355771973,10.2318979066437,1.1663827130462,3,5,3,2,7,8,7,2,1,9,10,5,2,4,3,6
"E01010583","West Yorkshire","Bradford 018B",13755,31538,25926,17080,9.05235811861654,31.5201716998992,21.8499514218376,11.9033501566126,18.5814578492415,16315,4,4,8,7,5,2.07269230769231,7.42653846153846,2.23038461538462,1.86576923076923,2.07673076923077,2.04923076923077,2.19307692307692,2.18903846153846,2.70287452536538,2.56923076923077,2.18461538461538,0.28379426436,0.525,1,10.8598160717616,10.5318094508773,1.25681294351074,8,5,9,8,3,4,3,5,7,5,6,5,7,5,3,7
"E01010584","West Yorkshire","Bradford 015D",34691,5303,9041,14131,39.5154932374589,3.08274052369884,5.53419287414176,9.3575915097609,14.3725045362651,7177,2,9,2,3,4,0.406206896551724,7.39913793103448,0.742586206896552,0.394137931034483,0.717758620689655,0.687068965517241,0.683275862068966,0.925344827586207,0.664655172413793,0.966724137931035,0.819137931034483,0.38098351549,0.48,1,9.99846225542203,10.2604922054529,1.17613832235164,1,5,1,3,8,8,8,2,2,9,10,4,6,5,3,6
"E01010585","West Yorkshire","Bradford 015E",36885,7554,6694,14174,47.3688578941393,4.52747899713697,3.96474913087669,9.3927580444895,16.3134610166606,11109,3,9,2,2,4,0.762372881355932,7.34949152542373,0.679491525423729,0.44728813559322,0.593220338983051,0.675084745762712,0.474237288135593,0.740847457627119,1.02406779661017,0.809830508474576,0.683559322033898,0.65353373435,0.4,1,10.0040448524177,10.2683946875818,1.17755038526356,4,5,2,3,9,8,9,2,3,9,10,2,5,5,3,6
"E01010586","West Yorkshire","Bradford 022A",13654,26851,6054,11828,8.97105276408971,23.1894469810009,3.55473136033054,7.54861762546648,10.8159621827219,2255,1,4,7,2,3,3.10052631578947,8.31543859649123,2.51912280701754,0.419649122807018,3.15561403508772,2.7919298245614,0.954385964912281,3.09561403508772,0.783333333333333,2.7919298245614,3.02,0.56620929119,0.4,0,8.81271171569824,9.91260242462158,1.14035660028458,9,6,2,9,2,3,6,7,2,5,5,3,5,3,2,6
"E01010587","West Yorkshire","Bradford 022B",9422,25342,23521,13809,5.79938499906797,21.042745984749,18.6935742479316,9.09594650981153,13.65791293539,5961,2,3,7,6,4,2.00539473684211,5.24973684210526,1.14171052631579,1.21605263157895,3.30263157894737,4.16184210526316,1.36907894736842,2.56921052631579,1.88131578947368,3.25565789473684,4.80223684210526,0.20644000352,0.51,0,9.6262845993042,10.2056166330973,1.1995176076889,8,4,7,5,2,2,4,6,5,5,3,6,6,4,3,6
"E01010588","West Yorkshire","Bradford 022C",15640,17303,4520,16250,10.6250380043687,12.1078217536328,2.60073917939588,11.1578972248116,9.12287404055224,1021,1,4,5,2,4,2.84379310344828,5.22965517241379,0.796896551724138,0.936896551724138,2.69586206896552,2.53896551724138,0.783103448275862,0.801034482758621,0.585862068965517,2.57241379310345,2.99172413793103,0.42751839532,0.34,1,10.6306619398507,10.4674373712879,1.2407443940717,9,4,6,4,3,3,7,2,1,5,5,4,3,5,3,7
"E01010589","West Yorkshire","Bradford 022D",8430,18254,38528,13147,5.11519320773185,13.0008065903177,55.7298650884021,8.56720290035733,20.6032669467022,21036,6,3,5,10,4,1.01452380952381,6.25095238095238,0.47047619047619,1.01404761904762,4.29833333333333,4.59238095238095,1.31095238095238,4.715,3.9547619047619,4.21452380952381,4.81952380952381,0.01684458918,0.485,0,9.28741764324491,10.1319377895787,1.18553901675734,5,4,6,2,2,2,5,8,9,4,3,10,6,4,3,6
"E01010590","West Yorkshire","Bradford 031A",6059,33884,27451,11264,3.55790646015447,37.1900008152518,24.1019733873268,7.12647527794186,17.9940889851687,14952,4,2,9,7,3,3.21567307692308,8.54317307692308,3.94903846153846,0.866346153846154,4.70365384615385,4.17567307692308,3.04846153846154,5.16009615384615,1.12153846153846,5.08461538461538,5.64432692307692,0.06890627563,0.6,0,8.48161487579346,9.84067363739014,1.1306183218956,9,6,6,9,2,2,2,8,3,3,3,9,7,3,2,6
"E01010591","West Yorkshire","Bradford 022E",12155,14845,6295,15807,7.79696626467312,9.94860208476574,3.70827196425912,10.769696198984,8.05588412817049,538,1,3,4,2,4,3.30576923076923,5.32384615384615,1.27461538461538,0.375384615384615,3.19,3.47115384615385,0.884615384615385,0.943461538461538,0.890769230769231,3.19,3.85307692307692,0.33641824979,0.295,1,10.4836170541374,10.4363055764282,1.23480823496175,9,4,1,6,2,2,7,2,2,5,4,4,3,5,3,7
"E01010592","West Yorkshire","Bradford 031B",5706,32259,23337,12145,3.3348144039837,33.1188169871811,18.4690254630815,7.7893316211279,15.6779971188436,9730,3,2,8,6,3,3.25771428571429,8.27771428571429,3.88685714285714,0.61,4.97371428571429,4.25657142857143,3.574,5.39657142857143,0.912019593200001,5.43085714285714,5.66742857142857,0.09520520009,0.58,0,8.86165534716056,9.94682787707313,1.16081502846127,9,6,3,9,2,2,2,8,2,3,3,8,7,3,2,6
